,cosine1,cosine2,euclidean1,euclidean2,l21,l22,l11,l12,canberra1,canberra2,chebyshev1,chebyshev2,correlation1,correlation2
4001,6.5484896,0.23364316,-6.9608803,0.24612337,-6.9608803,0.24612337,-5.759399,-1.5525236,-0.26029474,-1.0798109,2.1352253,7.414218,-1.0578961,-2.3330128
4002,6.4713635,2.5604472,-6.575613,-2.3059964,-6.575613,-2.3059964,-5.0214586,-3.895582,-2.4251473,-1.7708989,1.989665,5.269527,0.39306182,-4.1994314
4003,6.448217,0.77483904,-6.7235065,-0.3677796,-6.7235065,-0.3677796,-5.722422,-2.1766107,-0.3262138,-1.1061873,1.8573986,7.1447453,-0.62859076,-2.330253
4004,6.673688,1.0083355,-6.7375274,-0.4186946,-6.7375274,-0.4186946,-5.741383,-2.4776921,-0.68424714,-1.0344589,1.8557214,6.91993,-0.22283477,-3.4545145
4005,6.453602,-0.006163262,-6.6637397,0.39241093,-6.6637397,0.39241093,-5.960132,-1.4219201,0.13701217,-0.94499743,2.473175,7.3299856,-0.7603463,-1.9008715
4006,7.079083,1.1591525,-7.3671923,-0.6642301,-7.3671923,-0.6642301,-5.9301243,-2.2816439,-1.2637163,-1.0988601,1.4117296,6.374937,-1.37422,-3.5428255
4007,6.7758007,-0.021105383,-6.913713,0.53306454,-6.913713,0.53306454,-6.213943,-1.6068913,0.111148104,-0.89938337,2.2341852,7.758854,-0.7319417,-2.7963796
4008,6.7740316,0.30904385,-7.0094233,0.16468653,-7.0094233,0.16468653,-5.997569,-1.9647739,-0.26934364,-0.90049535,2.1227717,7.62538,-0.7144937,-2.7692811
4009,6.7765408,0.50506324,-6.961968,0.11668589,-6.961968,0.11668589,-6.034785,-2.0887306,-0.42521635,-0.91611654,2.0273786,7.4270825,-0.87598825,-3.107894
4010,6.8065147,-0.035648786,-7.049369,0.407847,-7.049369,0.407847,-6.064771,-1.3275887,-0.12782757,-1.1078613,2.2511282,7.488584,-1.123392,-2.2841506
4011,6.463576,2.030934,-6.7671328,-1.4432143,-6.7671328,-1.4432143,-5.2456155,-3.3263748,-1.2061208,-1.205492,1.8992419,6.494542,-0.21752766,-3.7686071
4012,7.000523,-0.05296272,-7.1683583,0.58651614,-7.1683583,0.58651614,-6.4226413,-1.3587677,-0.026766004,-0.73988634,1.9403828,7.6862187,-1.3638377,-2.7943592
4013,6.668005,0.71459085,-6.851392,-0.14891522,-6.851392,-0.14891522,-5.967778,-2.1885157,-0.37508452,-1.0203778,1.8341501,7.363349,-0.3489146,-2.947804
4014,6.713549,-0.0776942,-6.84684,0.526104,-6.84684,0.526104,-6.1927924,-1.4487201,0.08784991,-0.76131696,1.954218,7.5294285,-1.2030925,-2.2101395
4015,6.6451993,-0.0831379,-6.938219,0.52527964,-6.938219,0.52527964,-6.116684,-1.1244197,0.00414274,-1.2518026,2.2730963,7.3557076,-1.2126995,-2.0712285
4016,6.1732383,0.14110099,-6.5128117,0.21537638,-6.5128117,0.21537638,-5.4935412,-1.3257694,0.074226886,-1.46814,2.676282,7.085158,-0.84084976,-2.1221366
4017,6.8105497,0.32977352,-7.1101356,0.06686109,-7.1101356,0.06686109,-5.970183,-2.0013402,-0.5435401,-1.0518909,1.9864379,7.5989847,-0.74928606,-3.1944575
4018,6.81567,0.3547286,-7.0050673,0.17015569,-7.0050673,0.17015569,-6.096629,-1.8992977,-0.2050224,-0.826951,1.981708,7.4302473,-0.6608854,-2.9570236
4019,6.5401754,0.8107463,-6.7154307,-0.37182087,-6.7154307,-0.37182087,-5.808732,-2.3319588,-0.3281426,-1.090104,1.8827308,6.769875,-0.31320307,-2.7389195
4020,6.8433313,-0.15000473,-6.9533257,0.6798235,-6.9533257,0.6798235,-6.3319697,-1.312548,-0.003902453,-0.78845966,2.2561269,7.708623,-0.9888009,-2.2972925
4021,-3.924734,-5.18398,4.0186677,4.8712206,4.0186677,4.8712206,2.3057485,5.134633,-3.2134438,-2.0742404,-3.900998,2.2583556,-2.3847117,-4.426454
4022,7.1158834,0.22692955,-7.0385623,0.43151897,-7.0385623,0.43151897,-6.49296,-1.7061328,-0.34227884,-0.7603588,1.5442604,7.524813,-1.1318825,-3.176392
4023,6.9168205,0.40456516,-7.1220155,0.079033665,-7.1220155,0.079033665,-6.15701,-1.7827852,-0.40288147,-0.8499047,1.7463186,7.3205156,-1.0525293,-3.0266302
4024,6.983211,1.3980606,-7.3129015,-0.9737435,-7.3129015,-0.9737435,-5.781862,-2.5893636,-1.8549585,-1.4237369,1.4152716,6.1610866,-1.3708043,-3.6037428
4025,6.785871,1.6562191,-6.204053,-0.4437877,-6.204053,-0.4437877,-5.7494397,-3.2595222,-1.6569059,-0.9451821,1.8449675,6.6784496,0.42146996,-3.9575648
4026,6.794122,1.4949192,-6.8108664,-0.6257627,-6.8108664,-0.6257627,-5.6235723,-3.1194112,-1.6195508,-1.0474037,1.8919111,6.833493,-0.13235195,-3.8417366
4027,6.759747,1.8251704,-5.957841,-0.5316022,-5.957841,-0.5316022,-5.712987,-3.548216,-1.7941602,-0.9627684,1.8561884,6.647351,0.36775562,-4.0058913
4028,6.9211545,0.048069913,-6.9791493,0.49429283,-6.9791493,0.49429283,-6.244954,-1.7102623,-0.10519259,-0.72087157,1.9696497,7.4210253,-0.8728278,-2.533095
4029,6.6852603,2.4570775,-6.9499416,-1.9253165,-6.9499416,-1.9253165,-5.1202607,-3.576537,-2.2892895,-1.5594385,1.6988328,5.7359595,-0.37402323,-4.0965433
4030,6.492911,2.0783536,-6.730695,-1.4960552,-6.730695,-1.4960552,-5.3467436,-3.497572,-1.2939664,-1.0508448,1.9100921,6.4154105,0.020123176,-3.9505932
4031,6.584696,2.0307045,-6.7571383,-1.4691175,-6.7571383,-1.4691175,-5.3235893,-3.3970382,-1.3071274,-1.1264313,1.8306241,6.3919168,-0.18396167,-3.935801
4032,6.74582,-0.076122105,-6.8884196,0.4042053,-6.8884196,0.4042053,-6.0134654,-1.1573482,0.10586455,-1.016433,2.5448143,7.4780374,-1.1030632,-2.10493
4033,6.7816243,2.0627425,-7.0354567,-1.6216866,-7.0354567,-1.6216866,-5.339408,-2.8458555,-2.0871358,-1.5230517,1.8660381,5.54925,-0.91044825,-3.5913777
4034,7.01691,0.31557918,-7.1065183,0.25718015,-7.1065183,0.25718015,-6.2889023,-1.8036048,-0.29953316,-0.74642557,1.7268426,7.5077257,-1.1578888,-2.9961417
4035,6.5227704,2.0526335,-6.78629,-1.468886,-6.78629,-1.468886,-5.2803693,-3.4081826,-1.4468118,-1.1693008,1.8102443,6.52635,-0.22905019,-3.9316835
4036,6.887395,-0.10547162,-6.988438,0.61053306,-6.988438,0.61053306,-6.3190875,-1.3906935,0.13024938,-0.66211563,1.8420203,7.6519847,-1.1073668,-2.2500417
4037,6.4848022,0.017681375,-6.8907084,0.3088673,-6.8907084,0.3088673,-5.78713,-1.1708424,-0.034609847,-1.2115711,2.1401293,7.3255935,-1.3888059,-2.1163201
4038,6.7866673,0.6830887,-6.762941,-0.19937184,-6.762941,-0.19937184,-5.752318,-2.1396813,-0.33229288,-0.82958716,1.9047308,7.2533813,-0.4864843,-3.1019518
4039,7.144223,1.168352,-6.9868627,-0.58494157,-6.9868627,-0.58494157,-6.239387,-2.6125083,-1.4833622,-0.9115025,1.9569985,6.480309,-0.3807829,-3.8951306
4040,6.5856996,-0.79817384,-6.780013,1.2065004,-6.780013,1.2065004,-6.3390837,-0.64954984,0.70025516,-0.909694,2.610922,7.9714537,-1.0345125,-1.7221044
4041,6.5889006,-0.80942,-6.7919564,1.2220632,-6.7919564,1.2220632,-6.4105487,-0.6067089,0.7342896,-0.89140236,2.54559,7.97682,-1.3939878,-1.5415155
4042,6.997136,0.3656406,-7.104282,0.182657,-7.104282,0.182657,-6.15663,-1.8825202,-0.28886765,-0.76850075,1.6219124,7.4003916,-1.067052,-3.050637
4043,6.8990793,-0.15362734,-7.019479,0.69490373,-7.019479,0.69490373,-6.393885,-1.4218055,0.15453388,-0.5798679,1.8749708,7.5933566,-1.2325479,-2.2031765
4044,6.5914726,-0.16415107,-6.6624975,0.66928226,-6.6624975,0.66928226,-6.137085,-1.5264221,0.6896224,-1.2619098,1.7990074,7.399711,-0.88292134,-1.8390954
4045,6.9359436,-0.008394416,-6.9808493,0.52680135,-6.9808493,0.52680135,-6.321342,-1.681259,0.028688304,-0.58757305,2.0364153,7.365173,-0.40565455,-2.817053
4046,-4.0058103,-5.2678022,4.029627,4.9706225,4.029627,4.9706225,2.22135,5.694373,-1.6520532,-0.899523,-4.0222363,2.2165108,-2.536547,-4.2585697
4047,6.9583883,0.080517404,-7.1478662,0.37326095,-7.1478662,0.37326095,-6.1653543,-1.3960572,-0.30275452,-0.8731076,2.0024445,7.46139,-1.3723526,-2.7650545
4048,7.177339,0.17013821,-6.365697,0.92280173,-6.365697,0.92280173,-6.643555,-1.7674867,-0.025236346,-0.5302946,1.3287203,7.2527256,-0.80111146,-2.9677765
4049,6.5448394,2.0519636,-6.763679,-1.4361737,-6.763679,-1.4361737,-5.33279,-3.3987067,-1.124075,-0.9617243,1.8088143,6.4712715,-0.11037896,-3.9059672
4050,6.6700854,-0.060544144,-6.9815106,0.54909515,-6.9815106,0.54909515,-6.0830617,-1.1031033,0.09103691,-1.0080091,2.2679405,7.3315387,-1.2276763,-2.0072722
4051,6.818309,-0.11295092,-6.98272,0.5642196,-6.98272,0.5642196,-6.2809615,-1.4960923,0.029044086,-0.61035216,1.8835453,7.5555344,-1.0798105,-2.2079353
4052,7.0075045,-0.21192887,-7.053529,0.7998447,-7.053529,0.7998447,-6.5218406,-1.434113,0.10189848,-0.574361,1.9151767,7.7110305,-1.270402,-2.5394926
4053,6.598002,-0.82273626,-6.7978144,1.2135398,-6.7978144,1.2135398,-6.406152,-0.6038863,0.70695305,-0.8757885,2.5275834,7.957183,-1.3484501,-1.620656
4054,6.496623,2.1454036,-6.6318555,-1.5098131,-6.6318555,-1.5098131,-5.348251,-4.0528393,-1.2578663,-0.7130347,1.8449346,6.4148893,0.9480858,-4.4948087
4055,7.4279876,0.828972,-5.812098,0.8002638,-5.812098,0.8002638,-6.528316,-2.5527759,-0.74148625,-0.40031034,1.218161,7.0628195,-0.11750208,-4.018982
4056,7.3706512,0.8296699,-5.87053,0.7259555,-5.87053,0.7259555,-6.5498586,-2.5328653,-0.80067754,-0.5190403,1.4357097,7.0818944,-0.15782753,-3.9494522
4057,7.226751,0.28668174,-6.529284,0.81544214,-6.529284,0.81544214,-6.5461698,-1.8250858,-0.63797563,-0.5061574,1.3148354,7.2418504,-0.81161237,-3.2712562
4058,6.9710364,-0.1894834,-6.98775,0.70793104,-6.98775,0.70793104,-6.4420757,-1.4659635,0.07475401,-0.56929076,1.805068,7.648873,-1.291376,-2.3362947
4059,6.9163375,0.16372338,-6.977545,0.49243563,-6.977545,0.49243563,-6.1878242,-1.8367172,-0.11119107,-0.5713886,1.9114741,7.084331,-0.28920165,-3.4209638
4060,6.9354467,-0.000721193,-7.004943,0.5496217,-7.004943,0.5496217,-6.2650456,-1.7151806,-0.030061005,-0.55169284,1.8681079,7.5972586,-0.682653,-3.0745978
4061,6.880403,-0.1764532,-6.9535737,0.6511251,-6.9535737,0.6511251,-6.3383784,-1.2253313,0.05587769,-0.67029977,2.0167646,7.5751476,-1.1632988,-2.1796129
4062,6.9693217,-0.007948678,-7.0510216,0.57050866,-7.0510216,0.57050866,-6.3355775,-1.7315979,-0.027695373,-0.51836896,1.8352954,7.56403,-0.69758934,-3.140264
4063,7.3982015,1.0514026,-5.5167766,0.5028493,-5.5167766,0.5028493,-6.3470235,-3.2868874,-1.3054805,-0.3145934,1.4408826,6.9965525,0.38647574,-4.187233
4064,7.0079756,-0.11307993,-6.9740396,0.68572307,-6.9740396,0.68572307,-6.516323,-1.5691895,0.058256455,-0.5041141,1.7703153,7.6387286,-1.0656407,-3.0942125
4065,3.8378634,3.7174704,-3.9519193,-3.294918,-3.9519193,-3.294918,-3.0338452,0.40741462,-1.8301251,-4.4658456,6.670838,-2.1171434,3.488411,-2.097276
4066,3.8349438,4.1601667,-3.99856,-3.6357994,-3.99856,-3.6357994,-2.4239244,-4.934667,-2.1470764,-4.6781316,4.5568795,2.6571167,3.3669465,-2.0499806
4067,4.0612373,2.702602,-4.285703,-1.9269321,-4.285703,-1.9269321,-3.5272174,-3.1813293,-1.2480737,-3.456826,4.2241683,3.0809479,3.0674722,-2.2338247
4068,5.4149556,6.034206,-5.747928,-5.308041,-5.747928,-5.308041,-4.419261,3.4801767,-2.6879277,6.6429467,3.9500754,1.8720376,4.1736293,-2.7033868
4069,2.670953,-4.674178,-2.3862495,4.910656,-2.3862495,4.910656,-2.8703573,3.9314554,-4.4659753,4.6508083,5.7893076,-2.539517,5.332658,-1.4466708
4070,4.0393715,1.9014772,-4.1658273,-1.6208001,-4.1658273,-1.6208001,-2.880114,-2.4883394,-0.8446707,-3.401541,4.1778383,5.0104704,1.1861706,-1.124646
4071,4.265986,2.7399356,-4.553394,-2.2807217,-4.553394,-2.2807217,-3.374748,-3.213837,-2.0197985,-3.4093075,4.376371,4.360893,2.0004573,-1.9334881
4072,4.820747,5.5315475,-5.091066,-5.2151237,-5.091066,-5.2151237,-3.230309,-6.0939064,-4.159556,-4.636901,4.294139,1.9070408,3.7808297,-2.6658087
4073,4.0697513,4.555828,-4.450668,-4.1424656,-4.450668,-4.1424656,-2.6600623,-5.102847,-2.2150745,-4.685647,4.252846,3.324534,3.1620934,-2.2995527
4074,2.434939,-4.6390424,-2.155755,4.788091,-2.155755,4.788091,-3.0316005,3.551441,-3.9132538,4.095758,6.630688,-1.2906628,4.6967998,-3.1428638
4075,4.6154275,6.676918,-4.84145,-6.3790126,-4.84145,-6.3790126,-2.61242,-7.320635,-3.9729147,-6.505915,4.184288,1.156457,4.136597,-2.481203
4076,5.1223774,4.2831078,-5.44817,-3.7899334,-5.44817,-3.7899334,-3.9477797,-4.8227882,-3.5862658,-3.4704998,4.232381,3.741923,5.1269236,-3.9828255
4077,3.9875102,3.0647771,-4.244552,-2.4448478,-4.244552,-2.4448478,-2.6247733,-4.094168,-2.0803175,-4.1758018,4.1020074,4.6697755,2.0659668,-1.8590181
4078,3.7996087,2.3500767,-4.0247984,-1.8438362,-4.0247984,-1.8438362,-3.109857,-2.4988341,-1.0108516,-3.4119537,4.4002857,3.9986243,4.537831,-3.2778435
4079,5.482445,4.7908506,-5.60795,-4.338426,-5.60795,-4.338426,-3.5492482,-5.502549,-3.9969256,-4.280447,3.2005987,3.1502182,2.7405093,-4.334483
4080,4.7713223,1.4602536,-5.0715923,-1.161393,-5.0715923,-1.161393,-4.7694592,-2.0115933,-1.1052688,-1.9992785,3.969366,5.755463,1.1721982,-1.9680508
4081,4.123058,2.8448315,-4.49075,-2.3443341,-4.49075,-2.3443341,-3.1897962,-3.3125095,-1.9235992,-3.5758133,4.3547306,4.375609,2.0029364,-1.8027616
4082,4.9996023,5.884721,-5.276647,-5.291721,-5.276647,-5.291721,-3.03323,-6.4840436,-3.9657428,-5.4636483,3.9260216,2.2377214,3.4696958,-2.96517
4083,4.9992657,5.609519,-5.3616815,-5.1688437,-5.3616815,-5.1688437,-2.7506742,-6.2987475,-3.6909492,-5.431363,3.4477253,2.3962789,1.6007831,-4.5001774
4084,5.3791003,4.8003216,-5.69732,-4.329319,-5.69732,-4.329319,-3.4273348,-5.383681,-3.9987528,-4.332933,3.1492763,3.112452,2.4102094,-4.328937
4085,5.1953783,4.156679,-5.530774,-3.3695831,-5.530774,-3.3695831,-4.149651,-5.0329094,-3.3853045,-3.575743,4.109412,4.0958214,5.8191175,-3.3568015
4086,4.40062,3.2564113,-4.425546,-2.9611022,-4.425546,-2.9611022,-3.0148263,-3.480156,-2.7154891,-4.080503,3.9284015,3.7956915,1.5970016,-2.6832747
4087,3.9188743,2.8879578,-3.9622145,-2.5152698,-3.9622145,-2.5152698,-2.9392111,-3.2795982,-2.119513,-3.961606,3.6772301,3.5131507,1.8690206,-1.4558711
4088,4.0195637,3.0790944,-4.1387377,-2.803773,-4.1387377,-2.803773,-2.9841053,-3.5016108,-2.640499,-3.9773352,3.4493263,3.010576,1.8816527,-1.8704476
4089,4.4328923,1.4827323,-4.6414576,-1.1686286,-4.6414576,-1.1686286,-3.903611,-2.018368,-0.8203359,-3.010808,3.8009899,5.3755074,0.8424733,-1.4393909
4090,4.9120903,3.1519752,-5.282926,-2.489892,-5.282926,-2.489892,-3.9166348,-3.8483663,-2.2996259,-3.4865625,4.0004506,4.834447,2.1330454,-2.699834
4091,4.5296288,1.5331963,-4.8044057,-1.1673702,-4.8044057,-1.1673702,-3.9971912,-1.9900657,-1.0801176,-3.0015926,3.8276563,5.5546207,0.73654115,-1.5758277
4092,5.2697477,5.020677,-5.5247865,-4.59939,-5.5247865,-4.59939,-3.4198632,-5.8396125,-4.0491138,-4.5869565,3.8196557,2.8276966,3.201104,-3.5201375
4093,4.6633897,3.9585993,-4.613647,-3.4885006,-4.613647,-3.4885006,-3.0852492,-4.865787,-3.2412975,-4.462265,4.0091977,3.5137186,2.081504,-2.444486
4094,4.707167,4.1575356,-4.8761377,-3.7201126,-4.8761377,-3.7201126,-3.1959703,-5.088444,-3.275515,-4.479609,4.175239,3.5185292,2.2974997,-2.594179
4095,3.965678,2.0671692,-4.063192,-1.9657289,-4.063192,-1.9657289,-3.0549319,-2.7026286,-1.0844975,-3.3065233,3.9193854,4.3609056,1.5593303,-1.6442236
4096,5.096664,5.6055493,-5.3996873,-5.2167425,-5.3996873,-5.2167425,-3.114395,-6.309001,-3.9571173,-5.3835454,3.8308055,2.3479054,3.4147077,-3.0526507
4097,5.033406,5.4515953,-5.259643,-5.0154357,-5.259643,-5.0154357,-3.3780026,-6.08519,-4.148598,-4.9273167,3.9608078,2.5542006,3.3417048,-2.9452634
4098,4.842865,4.1230264,-5.1076617,-3.4902728,-5.1076617,-3.4902728,-3.4442945,-4.9020944,-3.0819948,-4.1206303,4.060085,4.02287,2.649098,-2.9219177
4099,5.0412483,4.329252,-5.2002745,-3.8724306,-5.2002745,-3.8724306,-3.4899313,-5.145897,-3.5777724,-4.120674,4.146216,3.588836,2.601376,-3.1374478
4100,5.1103945,4.156722,-5.476952,-3.2959843,-5.476952,-3.2959843,-3.9965196,-4.9675474,-3.2760277,-3.5287035,4.1289916,4.2536073,2.632736,-3.2690065
4101,5.1480894,5.599242,-5.5382853,-5.06548,-5.5382853,-5.06548,-3.1892552,-6.2163367,-3.91731,-5.09178,3.4077334,2.5952904,3.4672794,-3.1591613
4102,5.2224226,4.4124937,-5.354407,-3.864326,-5.354407,-3.864326,-3.453016,-4.926993,-3.4286504,-4.013751,3.1297028,3.3048944,1.9302164,-3.7419953
4103,4.8472266,4.071384,-4.974131,-3.5952475,-4.974131,-3.5952475,-3.38611,-5.0770473,-3.214346,-4.260987,4.1964707,3.6163855,2.337359,-2.764221
4104,4.252003,2.275553,-4.275545,-1.9880134,-4.275545,-1.9880134,-3.312313,-2.8008418,-1.2461034,-3.2879236,4.066809,4.783249,1.4631212,-1.6292459
4105,4.6006174,1.4992075,-4.97226,-1.2092341,-4.97226,-1.2092341,-3.5653062,-2.3332074,-0.5355807,-2.5102603,3.9460533,5.8342295,1.21015,-1.8316615
4106,4.4495687,1.7465612,-4.7229495,-1.3379811,-4.7229495,-1.3379811,-3.835454,-2.3721318,-0.69137895,-2.9824479,3.8910062,5.1486554,1.2133754,-1.5531613
4107,4.8284583,4.033027,-5.2127333,-3.2308216,-5.2127333,-3.2308216,-3.3909645,-4.749423,-2.6827693,-3.8049307,4.0415897,4.3216724,2.607189,-2.8426225
4108,5.0566545,4.1762285,-5.200106,-3.6486604,-5.200106,-3.6486604,-3.207686,-4.657703,-3.4269454,-4.154027,3.4412944,3.5477011,1.5768925,-3.3609915
4109,4.1948824,2.2366045,-4.541561,-1.72924,-4.541561,-1.72924,-3.326532,-2.5099769,-1.0827093,-3.0588002,3.9699895,5.387923,4.240753,-3.655437
4110,4.410211,2.3832936,-4.653806,-1.8564447,-4.653806,-1.8564447,-3.457702,-2.6770651,-1.2178311,-2.9685764,4.1323457,4.9039927,2.13968,-2.4975808
4111,4.6129656,2.4995823,-4.8439856,-2.0202188,-4.8439856,-2.0202188,-3.3482862,-3.1577623,-2.0830421,-3.5578065,3.8180103,4.793722,1.1267418,-2.1306138
4112,3.4052806,2.6991599,-4.010464,-2.4533055,-4.010464,-2.4533055,-2.6923032,-3.2375345,-1.6570474,-3.858258,3.2211154,4.399077,0.8105282,-1.0355688
4113,5.3762174,4.8278995,-5.6090975,-4.429212,-5.6090975,-4.429212,-3.2772706,-5.573011,-3.8643107,-4.578814,3.2256932,3.1434445,2.256803,-4.1065555
4114,5.616356,-0.10401487,-5.91723,0.33918703,-5.91723,0.33918703,-5.351667,-0.9641966,0.6933777,-1.8176069,3.3013823,6.8585815,-0.18848711,-0.9422467
4115,5.2621517,5.0651646,-5.5934057,-4.5813694,-5.5934057,-4.5813694,-3.167415,-5.8721848,-3.8817868,-4.747071,3.2383351,2.8941402,2.5191536,-4.047379
4116,5.126413,3.9168484,-5.326836,-3.5286515,-5.326836,-3.5286515,-3.6393216,-4.660026,-3.4720454,-3.7404354,3.7879586,3.8121212,2.218785,-3.2476375
4117,5.056808,4.6197066,-5.2715516,-4.204114,-5.2715516,-4.204114,-3.3438864,-5.452494,-3.6216414,-4.18315,3.8989825,3.5591884,2.6662676,-3.3255644
4118,4.8921914,4.503826,-5.253786,-3.9495287,-5.253786,-3.9495287,-3.2211325,-5.212735,-3.467903,-4.366455,3.7351892,3.5222013,2.3914325,-3.2922049
4119,4.893598,4.7367206,-5.186698,-4.406936,-5.186698,-4.406936,-3.0132005,-5.7625194,-3.6162372,-5.23476,3.882251,3.1890094,2.3110445,-3.3338332
4120,5.4801626,0.32657588,-5.8034725,-0.10738857,-5.8034725,-0.10738857,-5.1215396,-1.5222216,0.04890187,-1.6702876,3.451805,6.9744854,0.5557739,-1.4926835
4121,4.398797,2.729346,-4.3967085,-2.223942,-4.3967085,-2.223942,-3.529651,-3.449555,-1.5970696,-3.5531864,3.581715,4.185757,1.8302716,-1.8947653
4122,5.3305817,0.26426107,-5.779384,0.1181638,-5.779384,0.1181638,-4.9772387,-1.1710978,0.2870652,-2.3173878,3.3937263,6.7354655,-0.4313347,-1.2097272
4123,5.255452,5.025186,-5.535231,-4.6782894,-5.535231,-4.6782894,-3.464044,-5.9044814,-3.9960887,-4.9128766,3.6007414,3.0374725,2.8581603,-3.780402
4124,4.5574236,2.9117646,-4.7853427,-2.4596663,-4.7853427,-2.4596663,-3.4582436,-3.7163754,-2.0912037,-3.5186014,3.8261125,4.3016996,1.554845,-2.075081
4125,4.555623,2.3308558,-4.7156725,-2.0017338,-4.7156725,-2.0017338,-3.3940058,-2.980475,-1.7601529,-3.4228783,3.8951507,4.7916074,0.85348505,-2.0300846
4126,3.2820866,2.8962736,-3.2385492,-2.7577055,-3.2385492,-2.7577055,-1.273695,-3.4408433,-1.3801441,-4.069563,3.2908893,4.5888743,0.7260895,-1.1445602
4127,5.070986,2.0420897,-5.61484,-1.465227,-5.61484,-1.465227,-4.5678525,-2.801949,-0.67482686,-2.1064868,3.7396677,5.7196484,1.6411026,-2.6940224
4128,4.9281797,1.4334668,-5.3161,-1.0847864,-5.3161,-1.0847864,-4.5361624,-2.097828,-1.045936,-2.1046686,3.666898,6.3376384,0.5204185,-1.9845333
4129,5.048547,4.777049,-5.130213,-4.443877,-5.130213,-4.443877,-3.0594666,-5.407915,-3.7074497,-4.968646,3.2172508,2.9922802,2.0011098,-3.8036404
4130,5.4375553,0.0847553,-5.9286213,0.3707624,-5.9286213,0.3707624,-5.2443275,-1.1145684,0.41660923,-1.919062,3.3880036,6.873143,-0.2958728,-1.3633124
4131,4.78813,2.4339302,-4.948572,-1.9501052,-4.948572,-1.9501052,-3.6877775,-3.1382325,-1.8688722,-3.251329,3.824174,4.902875,1.0676867,-2.3956668
4132,5.449127,4.943439,-5.6913214,-4.5967975,-5.6913214,-4.5967975,-3.6214097,-5.72938,-4.0442996,-4.7288027,3.4161515,3.2096562,2.6552277,-3.7325592
4133,5.1117315,5.314418,-5.3918047,-4.698375,-5.3918047,-4.698375,-3.0243092,-6.0351677,-3.8264253,-5.3504076,3.5831327,2.8203933,2.5868394,-3.5859807
4134,4.5430017,2.877066,-4.5196924,-2.636976,-4.5196924,-2.636976,-2.8451297,-3.6156583,-1.9932853,-3.9128935,3.280745,4.5419073,1.572649,-1.8360353
4135,4.94149,3.0712953,-5.2822065,-2.3440979,-5.2822065,-2.3440979,-4.0143304,-3.7951593,-2.5204053,-3.185517,3.5879884,4.8223834,1.6706897,-3.0140321
4136,5.068661,3.9823947,-5.3027062,-3.4304945,-5.3027062,-3.4304945,-3.2110186,-4.3244624,-3.0841932,-4.0135684,2.732871,3.9095752,0.25201854,-3.3123224
4137,5.1950774,4.566672,-5.3779397,-4.1214833,-5.3779397,-4.1214833,-3.6790426,-5.4321556,-3.7093334,-4.079217,3.528055,3.5356176,2.6053798,-3.5796206
4138,4.6566625,2.8976195,-4.7724934,-2.5928066,-4.7724934,-2.5928066,-3.37271,-3.758991,-2.2043912,-3.7259347,3.6628807,4.202728,1.1759659,-2.090422
4139,4.6845965,1.955874,-4.867266,-1.8150394,-4.867266,-1.8150394,-3.403414,-3.0463574,-1.7604555,-3.4263833,3.732486,5.332364,0.69237673,-1.5733432
4140,5.0781302,3.8077288,-5.5089293,-3.2081842,-5.5089293,-3.2081842,-3.480392,-4.6712537,-2.9572077,-3.4869592,3.6454442,4.412214,2.1439967,-3.347228
4141,4.136486,1.6246654,-4.130343,-1.4938198,-4.130343,-1.4938198,-3.6155388,-2.1132758,-0.40343475,-2.9748893,2.4276235,4.2018375,0.9005434,-1.1052096
4142,5.120344,2.945547,-5.5340867,-2.4154134,-5.5340867,-2.4154134,-4.1186237,-4.0412946,-2.590718,-3.0058725,3.906288,4.8496466,1.9441135,-3.0053437
4143,4.5962505,4.4959736,-4.8102894,-4.197658,-4.8102894,-4.197658,-2.6732824,-4.9160895,-3.1778855,-4.9188356,2.8664837,3.1456473,0.9787146,-3.657793
4144,5.0277934,2.3723383,-5.257448,-1.9619112,-5.257448,-1.9619112,-3.763411,-3.376148,-2.4364724,-3.1211364,3.965966,5.052194,1.2447002,-2.706936
4145,4.6621284,1.9575402,-4.8680344,-1.7620716,-4.8680344,-1.7620716,-3.411189,-2.8998196,-1.4788119,-3.2292404,3.8794334,5.4102387,0.7603163,-1.8966066
4146,5.919138,3.409756,-6.203968,-2.7786567,-6.203968,-2.7786567,-4.3451314,-4.2161975,-2.9899318,-2.397032,2.589807,4.6762924,0.5612177,-4.579414
4147,5.113873,0.6273439,-5.5479975,-0.27094918,-5.5479975,-0.27094918,-4.6500263,-1.6268097,-0.54383594,-2.452875,3.617598,6.6153283,0.5508022,-1.4925061
4148,5.456533,1.1767126,-5.5673933,-0.69485843,-5.5673933,-0.69485843,-5.169903,-2.4300382,-1.0235106,-1.8933996,7.002347,-0.12091194,4.1085076,-4.1248746
4149,5.582276,4.684391,-5.816659,-4.1890635,-5.816659,-4.1890635,-3.6357734,-5.584796,-3.96012,-4.154835,3.1850793,3.064588,2.2491484,-4.507072
4150,4.9315414,1.7727039,-5.113212,-1.4756006,-5.113212,-1.4756006,-3.9230738,-2.6436894,-1.6611409,-2.9743638,3.6533208,5.2574472,1.0169188,-2.1919887
4151,4.984601,3.6375911,-5.1738386,-3.2361207,-5.1738386,-3.2361207,-3.3213158,-4.223187,-3.0977812,-4.0108504,3.4336536,3.9976869,1.2901416,-3.0266464
