,cosine1,cosine2,euclidean1,euclidean2,l21,l22,l11,l12,canberra1,canberra2,chebyshev1,chebyshev2,correlation1,correlation2
0,4.166578,5.524612,-4.4598002,-5.4239616,-4.4598002,-5.4239616,-2.3349583,-6.0031686,-3.036484,-5.719934,4.445144,1.2737148,3.464432,-2.0922246
1,4.5820627,6.169065,-4.8623457,-5.846919,-4.8623457,-5.846919,-2.714979,-6.843965,-3.96953,-5.9749174,4.3012204,1.2140386,3.8164675,-2.3745515
2,4.585856,6.7398515,-4.7843003,-6.4520874,-4.7843003,-6.4520874,-2.5343034,-7.37386,-3.8709013,-6.565799,4.319894,0.93622327,4.144958,-2.39453
3,3.609027,1.9790136,-3.779963,-1.7390802,-3.779963,-1.7390802,-2.51003,-2.0702116,-6.1720543,3.1949253,4.5073175,3.5269573,1.9761992,-0.77808404
4,4.3870354,5.409171,-4.6292195,-4.9934087,-4.6292195,-4.9934087,-2.454153,-5.6403165,-3.1858182,-5.4833264,4.176622,1.921089,3.3373923,-2.3605578
5,4.668297,6.5276637,-4.9886837,-6.1453123,-4.9886837,-6.1453123,-2.602704,-7.161333,-4.044062,-6.2885385,4.4296575,1.1320361,4.041928,-2.4267142
6,4.717389,5.756567,-4.81494,-5.429598,-4.81494,-5.429598,-2.37241,-6.1065884,-3.412773,-5.959667,3.9688,1.7151853,3.5391786,-3.0335155
7,4.6011786,6.1947536,-4.9370337,-5.8544297,-4.9370337,-5.8544297,-2.506668,-6.760608,-3.811458,-6.1249127,4.261645,1.180062,3.650854,-2.5213566
8,4.380306,6.4735327,-4.699768,-6.2403092,-4.699768,-6.2403092,-2.278818,-7.1734805,-3.409311,-6.6669374,4.1174645,1.3446523,3.7910054,-2.4695182
9,4.7476573,6.1853714,-5.0544415,-5.877526,-5.0544415,-5.877526,-2.77622,-6.8834314,-3.9985285,-6.038821,4.336352,1.2971509,3.9804513,-2.497937
10,3.9328494,5.1947227,-4.220107,-5.192338,-4.220107,-5.192338,-1.9338847,-5.628371,-2.6875281,-5.589842,3.792071,1.7265043,2.8963542,-1.8947862
11,3.5611448,4.189381,-4.036414,-3.764801,-4.036414,-3.764801,-2.4636405,-4.440517,-1.6171736,-4.3557987,4.1801963,2.6664505,2.9830725,-1.7773947
12,3.2109094,4.7974944,-3.461769,-4.381296,-3.461769,-4.381296,-1.7664486,-5.2723937,-1.9824123,-5.669269,3.4927936,1.6585326,3.242431,3.296702
13,4.4798374,5.600835,-4.6903076,-5.180769,-4.6903076,-5.180769,-2.4502342,-6.1354747,-3.4382188,-5.7802334,4.1592417,1.7417965,3.2083433,-2.4540434
14,4.5539055,5.946274,-4.8676453,-5.603964,-4.8676453,-5.603964,-2.554706,-6.615502,-3.6942446,-5.8658338,4.1266956,1.6212758,3.5669477,-2.5349746
15,4.49193,6.0763855,-4.8749366,-5.6895437,-4.8749366,-5.6895437,-2.6485357,-6.650839,-3.7703063,-5.977498,4.0840454,1.5797508,3.5690947,-2.3376622
16,4.457956,5.423088,-4.7825103,-4.967538,-4.7825103,-4.967538,-2.5595515,-5.841109,-3.2897162,-5.414873,3.873112,2.1894329,3.1958275,-2.4954433
17,4.486168,6.2968807,-4.7912545,-6.073689,-4.7912545,-6.073689,-2.378676,-6.993114,-3.6320336,-6.371594,4.078566,1.3630322,3.8239565,-2.6615498
18,4.585956,5.696034,-4.921419,-5.392342,-4.921419,-5.392342,-2.7833064,-6.1677213,-3.8777268,-5.7387767,4.2339587,1.6345578,3.4323487,-2.4752927
19,4.3766785,5.024695,-4.661696,-4.8142223,-4.661696,-4.8142223,-2.440037,-5.6063485,-3.3087544,-5.319429,3.8613632,2.2106755,2.6013198,-2.3458452
20,3.3806367,3.851044,-3.7927544,-3.577574,-3.7927544,-3.577574,-1.9278,-4.050537,-2.150678,-4.888185,3.4525635,2.3162348,1.6996615,-1.0737635
21,3.6320698,4.577208,-3.7305357,-4.1582484,-3.7305357,-4.1582484,-1.892181,-5.0831776,-2.0326514,-5.3353596,3.5389884,2.2377,2.7330585,-1.7704899
22,4.1014786,4.844302,-4.4519544,-4.6151013,-4.4519544,-4.6151013,-2.3281398,-5.354446,-3.0091941,-5.3262515,4.0392747,2.4201503,2.5612288,-2.1252084
23,4.444391,5.6442,-4.833274,-5.2821774,-4.833274,-5.2821774,-2.4579666,-6.239033,-3.3763626,-5.824916,3.9589033,1.8839611,3.275695,-2.6107092
24,2.9807131,2.987518,-3.297801,-2.7563126,-3.297801,-2.7563126,-1.7553418,-2.9168208,-0.9751599,-4.4191236,3.1821678,3.0573661,1.2183793,-0.34629932
25,4.841018,5.543484,-5.1572723,-5.196429,-5.1572723,-5.196429,-2.9601717,-6.169996,-3.9271035,-5.501684,4.178104,2.043556,3.4573607,-2.9695296
26,4.2104816,5.2735777,-4.5312357,-5.2624774,-4.5312357,-5.2624774,-2.1941738,-5.732665,-2.738757,-5.3269234,3.7724261,1.6658179,2.9821548,-2.2547147
27,4.2777576,5.5685277,-4.6619167,-5.291474,-4.6619167,-5.291474,-2.357131,-6.173188,-3.2845001,-5.924003,3.7243822,1.853485,3.0932987,-2.60817
28,4.8266697,5.9258366,-5.237002,-5.3943744,-5.237002,-5.3943744,-3.003717,-6.6196966,-3.9706752,-5.572668,3.9750507,1.8056616,3.8845034,-2.758367
29,4.424247,5.3896837,-4.7196937,-5.103796,-4.7196937,-5.103796,-2.3526711,-5.9918036,-3.4066672,-5.683192,4.068662,2.0623338,2.98868,-2.4389915
30,4.503863,6.21648,-4.861796,-5.9736967,-4.861796,-5.9736967,-2.4827337,-6.9705825,-3.6702836,-6.275998,4.10017,1.4459983,3.7744205,-2.5893645
31,4.0432405,3.1977217,-4.306215,-2.9677253,-4.306215,-2.9677253,-2.7356827,-3.3630502,-2.2939236,-4.112346,4.0170846,3.6258936,1.6713156,-1.8059902
32,4.805288,5.9954267,-5.111045,-5.610745,-5.111045,-5.610745,-3.1013873,-6.6783376,-4.0349703,-5.7064705,3.9724753,1.6067921,4.0114985,-2.7323236
33,4.641503,5.4876137,-4.986188,-5.112329,-4.986188,-5.112329,-2.9006102,-6.024376,-3.6815128,-5.3261423,4.122973,2.031311,3.2047098,-2.5920806
34,4.2847986,4.9910035,-4.5993557,-4.7568974,-4.5993557,-4.7568974,-2.4408329,-5.4840546,-3.2808437,-5.4844437,3.8895223,2.200222,2.6229606,-2.245211
35,4.8548446,5.8754435,-5.1036625,-5.3395987,-5.1036625,-5.3395987,-2.6351025,-6.4550405,-3.6086688,-5.7974954,3.9515855,2.0165524,3.4969869,-2.861048
36,3.8426197,4.414187,-4.23515,-4.058515,-4.23515,-4.058515,-2.1993368,-4.8230853,-2.66338,-4.970748,3.7497585,2.8110065,1.9491117,-1.7059131
37,4.6479244,5.62409,-4.96933,-5.255511,-4.96933,-5.255511,-2.7780268,-6.247776,-3.6170056,-5.536635,4.0645156,1.9822551,3.199627,-2.7651422
38,4.6702695,5.279956,-4.951315,-5.0323358,-4.951315,-5.0323358,-2.6486342,-5.744012,-3.6174607,-5.066765,4.054144,2.1318328,2.9079435,-2.7730412
39,5.0538545,5.2095203,-5.192886,-4.892585,-5.192886,-4.892585,-3.4397986,-5.8174157,-4.0987263,-4.593277,4.0094986,2.2248828,3.5125313,-3.033501
40,4.13586,4.724716,-4.388461,-4.2441373,-4.388461,-4.2441373,-2.377564,-5.2385006,-2.7827537,-5.148615,3.925046,2.6415038,2.3879056,-2.143595
41,3.0662558,3.4167235,-3.3369253,-2.9310813,-3.3369253,-2.9310813,-1.8360639,-3.4793005,-1.5176429,-4.707408,3.0055277,2.6120014,1.5854504,-0.9600107
42,3.918106,3.7069793,-4.057783,-3.7281222,-4.057783,-3.7281222,-2.431413,-4.2398157,-2.69224,-4.580244,3.4343283,2.4370148,2.2294254,-1.5916078
43,3.6102653,1.6850348,-3.8421834,-1.5318407,-3.8421834,-1.5318407,-3.0676284,-2.0279503,-0.006849323,-3.1570408,2.638836,4.2084002,1.3373951,-0.39350104
44,3.9351401,3.932809,-4.228265,-3.6239026,-4.228265,-3.6239026,-2.4099252,-4.3546767,-2.3449147,-4.628153,3.6437771,2.9867141,1.7717317,-1.4723033
45,4.661458,5.7841716,-4.9538045,-5.354325,-4.9538045,-5.354325,-2.5219884,-6.3401117,-3.442157,-5.74072,4.0337286,2.0028317,3.3603761,-2.8167503
46,3.5442526,3.5246243,-3.947305,-3.1418161,-3.947305,-3.1418161,-1.9327399,-3.8588307,-1.9604508,-4.7225294,3.5252595,3.282374,1.2193601,-0.8931412
47,4.3371773,6.359083,-4.7517633,-6.194233,-4.7517633,-6.194233,-2.245839,-6.970841,-3.5646558,-6.5584292,4.030418,1.432106,3.7009182,-2.6372998
48,4.5016537,5.4960938,-4.737195,-5.086953,-4.737195,-5.086953,-2.5427163,-6.1079674,-3.4821649,-5.7432504,3.8881767,2.0647268,3.1167881,-2.6054995
49,4.5853434,5.585574,-4.940946,-5.219159,-4.940946,-5.219159,-2.6770575,-6.2061386,-3.6614199,-5.5971045,3.9719079,1.9594245,3.2151487,-2.6965072
50,3.9168744,3.9606955,-4.0958314,-3.6420155,-4.0958314,-3.6420155,-2.3350656,-4.4069314,-2.4493864,-4.851321,3.6951613,2.825399,1.805971,-1.604998
51,4.645015,5.577121,-4.9564147,-5.1213603,-4.9564147,-5.1213603,-2.738349,-6.1667814,-3.661299,-5.5547595,3.9499662,2.1158848,3.1531782,-2.7071579
52,3.6267917,3.8498816,-3.9153693,-3.73765,-3.9153693,-3.73765,-2.4811344,-4.1400867,-2.6796613,-4.4815097,3.2543507,2.2936776,2.2353096,-1.5052055
53,4.6931024,5.322658,-5.174408,-4.4396925,-5.174408,-4.4396925,-2.822239,-5.826849,-3.5464299,-4.87249,3.8499842,2.8745718,2.7524197,-2.9227085
54,2.8958526,3.511994,-3.4626727,-3.2903192,-3.4626727,-3.2903192,-1.5287051,-3.7524505,-1.598209,-4.699644,2.6132865,2.5867603,0.9789855,-0.6254516
55,4.053853,3.9940033,-4.2890706,-3.67639,-4.2890706,-3.67639,-2.4895875,-4.5295277,-2.4798317,-4.694665,3.7743084,2.8672514,2.2635384,-2.1846232
56,4.559754,3.8537614,-4.7136154,-3.4662275,-4.7136154,-3.4662275,-2.924502,-4.3310103,-3.0650253,-4.218562,3.4987187,3.5527232,1.6080838,-2.4775536
57,4.507314,4.44497,-4.85776,-3.7990856,-4.85776,-3.7990856,-2.50957,-5.2852783,-2.7456672,-4.586119,3.9973056,3.2783098,2.4197996,-2.5408118
58,4.477501,4.6719627,-4.897152,-4.122539,-4.897152,-4.122539,-2.4649818,-5.454778,-2.8404086,-4.827136,3.8747697,3.134528,2.474664,-2.45883
59,5.021922,4.7631836,-5.3731403,-4.28771,-5.3731403,-4.28771,-3.310949,-5.4154963,-3.6489453,-4.568837,3.8778052,2.9070106,2.9651194,-3.0983753
60,5.205986,5.5863376,-5.4892516,-5.075325,-5.4892516,-5.075325,-3.251986,-6.2883587,-3.9346097,-5.169942,3.3073494,2.6152337,3.4808893,-3.1140518
61,4.7894945,5.8790607,-4.9607053,-5.750024,-4.9607053,-5.750024,-2.9071293,-6.614967,-3.8463295,-5.66291,4.091772,1.6565672,3.5043108,-2.7193696
62,1.5412613,2.3779855,-2.0555863,-2.0477319,-2.0555863,-2.0477319,-0.49765733,-1.9946296,0.15849666,-3.6117487,1.3359355,3.236892,0.044180952,0.4885232
63,4.0500426,4.3743753,-4.105586,-3.6965816,-4.105586,-3.6965816,-2.2484365,-4.4889655,-2.4726539,-4.857689,3.2321892,2.2890892,1.4724022,-1.5271714
64,4.8383946,5.755036,-5.299522,-5.255883,-5.299522,-5.255883,-2.8528051,-6.41213,-3.6887188,-5.427837,3.9854047,2.1855626,3.5008729,-2.8783107
65,4.125308,4.037449,-4.486067,-3.7069879,-4.486067,-3.7069879,-2.7547524,-4.5947595,-2.6527221,-4.490552,3.6271107,3.0520504,1.8206208,-1.9920276
66,4.4163704,4.270557,-4.6576023,-3.891018,-4.6576023,-3.891018,-2.8281767,-4.8727727,-3.0224435,-4.6345887,3.5899606,2.977428,2.253884,-2.537032
67,4.9028387,5.0739117,-5.209363,-4.3862853,-5.209363,-4.3862853,-3.0417984,-5.7099295,-3.5022528,-4.578289,3.891669,3.1955152,2.9467416,-2.9001913
68,4.1254616,4.50477,-4.453487,-4.0136523,-4.453487,-4.0136523,-2.483356,-5.115133,-2.872896,-4.921387,3.758282,3.175237,2.187723,-2.2690766
69,4.295966,4.026954,-4.836955,-3.5279298,-4.836955,-3.5279298,-2.8514032,-4.600103,-2.5390604,-4.320154,3.538438,3.5621781,2.301973,-2.3420994
70,2.42917,2.8828197,-3.6667979,-2.1981292,-3.6667979,-2.1981292,-0.5163634,-3.0454953,-0.9524076,-3.808526,3.9170136,4.505036,0.33783534,-1.0846103
71,4.711314,5.528379,-5.058343,-5.0902886,-5.058343,-5.0902886,-2.7933812,-6.1185455,-3.6416214,-5.3232923,3.9903474,2.2647305,3.116638,-2.7644923
72,4.284402,4.052185,-4.7834005,-3.5085266,-4.7834005,-3.5085266,-2.9194887,-4.5300326,-2.4080112,-4.116225,3.7643392,3.753693,1.9371026,-2.227819
73,4.1930733,4.133835,-4.2971296,-3.7189474,-4.2971296,-3.7189474,-2.420184,-4.422507,-2.7353654,-4.642662,3.4193153,2.6170063,1.5633056,-1.5952233
74,4.511569,4.668383,-4.8024297,-4.366768,-4.8024297,-4.366768,-2.652996,-4.9758983,-3.2459884,-5.0256147,2.6629145,2.8687556,0.77098805,-3.7458467
75,4.845406,5.2645006,-5.0954795,-4.9454036,-5.0954795,-4.9454036,-3.0180593,-6.0227356,-3.664802,-5.055999,4.0235887,2.3955824,3.1183105,-2.8999305
76,4.5859737,4.782951,-4.9212213,-4.174671,-4.9212213,-4.174671,-2.494354,-5.5162787,-2.8680034,-4.7202573,3.9449952,3.1901085,2.7081976,-2.575549
77,5.2943377,6.032071,-5.5786605,-5.3122168,-5.5786605,-5.3122168,-3.6977913,-6.2532773,-4.2830124,-4.9959826,3.8820674,1.8450195,4.1316686,-2.7231517
78,5.1741757,4.816346,-5.375259,-4.460186,-5.375259,-4.460186,-3.1267154,-5.500817,-3.8544154,-4.778537,3.3789368,2.9139879,2.1390176,-3.7445526
79,5.0055165,5.6825128,-5.4127655,-5.167731,-5.4127655,-5.167731,-2.9452426,-6.294696,-3.754789,-5.333194,3.8150475,2.4124405,3.4501045,-2.959584
80,4.699225,5.4052916,-4.9578795,-5.165196,-4.9578795,-5.165196,-2.8810627,-6.1423106,-3.8524132,-5.67757,3.6205394,2.2897582,3.2239332,-2.8010213
81,4.020389,3.279126,-4.193273,-2.9741926,-4.193273,-2.9741926,-2.5974088,-3.6854844,-2.2774196,-4.2445755,3.3018527,2.8016157,1.9787117,-1.6472609
82,4.3321676,4.0705667,-4.538967,-3.712333,-4.538967,-3.712333,-2.7420316,-4.7377377,-2.659793,-4.4993954,3.6356912,3.259001,2.0897577,-2.3066342
83,4.1950836,4.5758066,-4.507762,-4.1097474,-4.507762,-4.1097474,-2.5220249,-5.2279496,-2.8726952,-5.0097246,3.8254144,3.2404888,2.2281399,-2.2525907
84,4.828455,4.862094,-5.101649,-4.226381,-5.101649,-4.226381,-3.060192,-5.4999924,-3.410659,-4.500492,3.8248878,3.2123346,2.8104463,-2.8508077
85,5.104817,4.3853593,-5.3683476,-4.084633,-5.3683476,-4.084633,-4.0330944,-5.145539,-3.579074,-3.9554107,3.562303,3.2435172,2.8090172,-3.1171863
86,4.3487267,2.4105737,-4.4791703,-2.0885165,-4.4791703,-2.0885165,-3.159385,-3.181971,-1.4097378,-3.4427783,3.584015,4.5830617,1.113406,-1.4268516
87,4.5082045,4.240342,-4.7710323,-3.8588078,-4.7710323,-3.8588078,-2.7867458,-4.7912154,-3.0578108,-4.5407176,3.6198857,3.303703,2.106347,-2.6283586
88,3.407741,2.7164927,-3.6076,-2.3100262,-3.6076,-2.3100262,-2.4116642,-2.7775736,-0.86725795,-3.5457234,2.8218231,4.13237,1.307893,-1.1239275
89,3.408318,2.8344443,-3.7062511,-2.489754,-3.7062511,-2.489754,-2.3462768,-3.1331358,-1.0379468,-3.955312,2.8314242,3.6852152,1.216789,-0.86940414
90,4.7292123,4.6236787,-5.1430407,-4.1652203,-5.1430407,-4.1652203,-2.8225727,-5.3405905,-3.4831996,-4.6416783,3.6017387,3.1854331,2.110853,-3.1205637
91,3.8067899,2.4028444,-4.105309,-2.1298823,-4.105309,-2.1298823,-3.1411524,-2.882239,-1.2559606,-3.542637,3.120555,4.0590515,1.5596551,-1.4656259
92,4.9725623,5.1153936,-5.2198577,-4.527057,-5.2198577,-4.527057,-2.991823,-5.894828,-3.6111012,-4.8291397,3.850902,3.1456602,2.7888203,-3.109355
93,3.8865821,3.296258,-4.319868,-2.9306018,-4.319868,-2.9306018,-2.2253652,-3.6429474,-2.1507943,-4.381338,3.1459749,3.6964982,0.8479959,-1.1631399
94,4.022273,3.2124348,-4.1863847,-2.8893275,-4.1863847,-2.8893275,-2.528271,-3.5936348,-2.0863698,-4.2380047,3.3284266,3.6121774,2.0318933,-1.7202697
95,4.5504236,5.3580923,-4.822809,-5.0896206,-4.822809,-5.0896206,-2.9637713,-6.0252314,-3.5361466,-5.0652742,3.545523,1.9242308,3.103757,-2.785107
96,4.882283,5.203625,-5.1566477,-4.823086,-5.1566477,-4.823086,-3.0512507,-5.9698896,-3.5935698,-4.9134655,4.014894,2.502118,2.976436,-2.936977
97,4.948201,5.056124,-5.2107143,-4.3206935,-5.2107143,-4.3206935,-2.851135,-5.705264,-3.5143673,-4.676463,3.8148453,3.2629137,2.7529275,-3.0008254
98,4.926836,5.0037756,-5.077065,-4.566859,-5.077065,-4.566859,-2.7560549,-5.5888157,-3.3390727,-5.0550995,3.307316,3.0220084,1.9977908,-3.534662
99,4.4027815,3.9368253,-4.6132736,-3.450011,-4.6132736,-3.450011,-2.753922,-4.5447493,-2.619191,-4.3644934,3.5668774,3.5924487,1.9608085,-2.3300092
100,4.9397597,5.145619,-5.1851373,-4.4655175,-5.1851373,-4.4655175,-2.8793747,-5.8197174,-3.555633,-4.778741,3.8695798,3.0981936,2.8382237,-3.0302067
101,3.5562398,3.3114223,-3.871902,-3.1160793,-3.871902,-3.1160793,-1.9872261,-3.817473,-1.624607,-4.613538,3.0845792,3.2410505,0.9777875,-0.94478995
102,4.1119637,4.316806,-4.3657637,-3.8696535,-4.3657637,-3.8696535,-2.4358914,-5.0490756,-2.751359,-4.9748893,3.7849884,3.3106997,1.6866488,-1.9385602
103,3.8358865,2.38354,-3.9948013,-1.904642,-3.9948013,-1.904642,-3.2173455,-2.861143,-0.7382324,-3.316868,2.6942568,4.3092046,1.3875004,-1.5021822
104,3.9836533,3.459506,-4.511704,-3.1258965,-4.511704,-3.1258965,-2.8067417,-4.113847,-1.4446636,-4.119125,3.3455298,3.8105354,1.2494832,-1.3258764
105,4.224803,3.7323883,-4.749605,-3.2381334,-4.749605,-3.2381334,-2.8797214,-3.9871788,-2.524649,-4.1692758,2.7648966,3.535313,0.9235402,-2.434023
106,4.9766316,4.3623443,-5.2093,-3.9298093,-5.2093,-3.9298093,-3.3587494,-5.246643,-3.5174367,-4.3849764,3.5469873,3.5553355,2.3535335,-3.3286774
107,4.927968,5.0727224,-5.1631336,-4.3147564,-5.1631336,-4.3147564,-2.8070514,-5.722585,-3.461162,-4.6013327,3.728024,3.2882586,2.8076982,-2.9408352
108,3.923382,3.2867432,-4.1804204,-3.0063012,-4.1804204,-3.0063012,-2.4684992,-3.9070742,-2.0977027,-4.436852,3.2271438,3.5503685,1.4705228,-1.7175522
109,4.8723893,3.478744,-5.1517467,-3.0209355,-5.1517467,-3.0209355,-3.3899992,-4.8169217,-2.4517171,-3.3752046,3.6198385,4.4377856,2.4934125,-3.060663
110,4.0946436,5.1800613,-4.0544014,-4.8557754,-4.0544014,-4.8557754,-1.4763275,-5.7707286,-2.6408145,-5.943629,3.366789,2.8909144,2.0616233,-2.670298
111,4.2036185,3.7985446,-4.5922227,-3.2944956,-4.5922227,-3.2944956,-2.7911475,-4.208162,-2.018482,-3.9852793,3.5541782,3.676958,1.7187687,-2.0131357
112,5.273546,4.5238357,-5.4272585,-4.117663,-5.4272585,-4.117663,-3.828181,-5.3812714,-3.8080642,-4.018359,3.391266,3.264908,2.6381943,-3.4432933
113,4.8417253,5.2388988,-5.2050586,-4.4647665,-5.2050586,-4.4647665,-2.9280598,-5.914082,-3.6396022,-4.9114556,3.7250493,3.0779161,2.923306,-2.9895878
114,4.8863897,4.2060194,-5.223359,-3.6842728,-5.223359,-3.6842728,-3.291022,-4.980564,-3.290833,-4.0619025,3.2822483,3.8927484,2.321838,-2.8258765
115,4.389328,2.6007507,-4.6891284,-2.0663095,-4.6891284,-2.0663095,-3.5129535,-3.3279188,-1.4033952,-3.2330275,2.9616747,4.5771794,1.6388354,-2.1572165
116,4.413169,4.3014097,-4.713622,-3.917055,-4.713622,-3.917055,-2.8396928,-5.0035863,-3.0876296,-4.6782436,3.4475398,3.3038504,1.9003855,-2.4996507
117,3.6521788,2.686494,-3.848083,-2.4074454,-3.848083,-2.4074454,-2.551182,-3.070916,-1.0294085,-3.8229272,2.8045487,3.8035784,1.3078064,-1.4084091
118,3.640717,3.4669085,-4.012607,-3.2687247,-4.012607,-3.2687247,-2.1529377,-4.2770524,-2.4032063,-4.679174,3.0870924,2.932683,1.0907682,-1.3309702
119,3.5419009,2.4066455,-3.6310208,-2.0228634,-3.6310208,-2.0228634,-2.5639288,-2.7678273,-0.8310668,-3.6493046,2.0953667,3.6180193,0.9070516,-1.0993406
120,3.7950847,3.093965,-4.275595,-2.6427782,-4.275595,-2.6427782,-2.70195,-3.428988,-1.6497583,-3.8559937,3.1798904,3.937009,0.9064307,-1.6380432
121,1.249794,2.1565168,-1.808578,-1.6345229,-1.808578,-1.6345229,0.61985815,-1.9466693,1.1794895,-2.6885486,3.0862296,6.646934,-0.2428716,-0.06433496
122,3.8403895,2.8183408,-4.1941094,-2.3832421,-4.1941094,-2.3832421,-2.6057322,-3.3191743,-1.2577221,-3.8971155,3.3606052,4.544055,1.1354758,-1.5639105
123,4.8670464,4.4181466,-5.074774,-3.9703927,-5.074774,-3.9703927,-3.1196656,-5.1484714,-3.4694135,-4.450289,3.4771476,3.2605708,1.9417466,-3.2045324
124,5.1513343,3.846059,-5.4573536,-3.2964883,-5.4573536,-3.2964883,-3.546143,-4.7279406,-3.0432482,-3.6482604,3.2413058,4.139616,2.2996426,-3.5315175
125,3.745692,1.3785763,-3.7547672,-1.3454317,-3.7547672,-1.3454317,-2.7228322,-2.0801382,-0.015476843,-3.1966977,2.1669366,4.2106376,0.5530136,-0.35239324
126,4.6072726,3.2342148,-4.9099274,-3.0102715,-4.9099274,-3.0102715,-3.0623212,-3.9568858,-2.6905956,-4.037441,2.9421608,3.989364,0.39632967,-2.4335122
127,4.7233896,1.7773659,-4.9735594,-1.5636512,-4.9735594,-1.5636512,-3.5121775,-2.6998672,-1.0990537,-3.219772,3.4342422,5.1300426,0.456153,-1.6417655
128,4.0569487,3.3314145,-4.305735,-3.1522796,-4.305735,-3.1522796,-2.47787,-4.0993333,-2.2652905,-4.488928,3.3010762,3.5554433,1.246961,-1.8145533
129,3.6857665,2.6565177,-3.956635,-2.3712175,-3.956635,-2.3712175,-2.4693387,-2.8722343,-1.009502,-3.8614717,2.7252557,3.8399658,1.2571709,-1.3734988
130,4.1076956,3.2464473,-4.305994,-2.9487543,-4.305994,-2.9487543,-2.5433388,-3.8152568,-2.2188523,-4.3270664,2.8685756,3.7309518,1.3086852,-1.7370352
131,4.8393784,4.3571825,-5.1980357,-3.7963512,-5.1980357,-3.7963512,-2.909231,-4.941169,-3.040482,-4.041116,3.4959426,3.7919834,2.4165616,-2.899321
132,4.045061,2.44564,-4.3909435,-1.9866197,-4.3909435,-1.9866197,-2.9957702,-2.8722513,-1.1314831,-3.437271,3.417605,5.1186085,1.0166528,-1.7543387
133,4.163815,2.711228,-4.3641753,-2.2578027,-4.3641753,-2.2578027,-2.894533,-3.1998587,-1.5158876,-3.4898214,3.3089051,4.8835745,0.93396014,-1.4932405
134,4.023322,2.7919075,-4.323374,-2.5878022,-4.323374,-2.5878022,-2.8138468,-3.2800603,-1.5059819,-3.7258995,3.169686,4.739257,0.82237405,-1.3862529
135,3.6247542,1.6711308,-3.864331,-1.4035953,-3.864331,-1.4035953,-3.00717,-1.9548719,0.22243275,-3.0556319,2.2349772,4.267338,1.2611624,-1.3517605
136,4.720695,4.0967903,-5.0196095,-3.6317675,-5.0196095,-3.6317675,-3.018829,-4.86802,-2.8130417,-4.289866,3.3051918,3.9339936,2.120159,-2.6802104
137,3.946472,1.8965394,-4.4761257,-0.79479957,-4.4761257,-0.79479957,-4.7679954,-1.5705314,-0.16021594,-1.9310093,1.8503225,4.762302,0.5767008,-1.4585019
138,4.8982296,1.6769964,-5.178803,-1.2758154,-5.178803,-1.2758154,-4.1890373,-2.7067363,-0.81538516,-2.7426193,3.59088,5.813956,1.1209949,-2.1886632
139,4.831929,3.2532487,-5.182178,-2.7437444,-5.182178,-2.7437444,-3.4489694,-4.0587025,-2.380776,-3.4061737,3.5654898,4.680051,1.4494181,-2.7920203
140,3.3898127,1.982032,-3.354494,-1.700656,-3.354494,-1.700656,-3.3481157,-2.0837965,-0.43607873,-2.7954657,1.972136,4.1833315,0.92677975,-0.67201364
141,4.892923,2.9884653,-5.1422715,-2.5856411,-5.1422715,-2.5856411,-3.1568537,-3.7404797,-2.241806,-3.5692475,3.3594012,4.981612,0.53673935,-2.4672775
142,4.0701184,3.1951776,-4.3490753,-2.7645934,-4.3490753,-2.7645934,-2.741147,-3.8696294,-1.876538,-3.9696808,2.9731724,4.2519555,1.3870134,-2.0118678
143,5.5844245,3.946382,-5.552405,-3.6757627,-5.552405,-3.6757627,-4.242776,-5.196893,-3.7861814,-3.6646285,3.141764,3.5539973,2.2532275,-3.7468503
144,3.7457678,2.5717525,-3.9048657,-2.1088061,-3.9048657,-2.1088061,-2.7050455,-2.9937658,-0.9296549,-3.602339,3.056047,4.7381854,0.98013186,-1.3466079
145,4.6741767,4.127604,-5.0380316,-3.5599153,-5.0380316,-3.5599153,-2.9645333,-4.7210693,-2.5119615,-4.1603937,3.2245865,4.000365,2.0713341,-2.616462
146,5.4786916,3.755848,-5.4811997,-3.5805454,-5.4811997,-3.5805454,-4.2122774,-5.0599666,-3.7560828,-3.6524143,2.957376,3.364528,2.1350424,-3.8649187
147,5.2761335,3.7057471,-5.4449434,-3.1740263,-5.4449434,-3.1740263,-3.7285812,-4.5516596,-3.2301116,-3.5323112,2.9632337,4.0416813,1.8772432,-3.7139125
148,5.5483446,2.4565873,-5.6090665,-1.7774732,-5.6090665,-1.7774732,-4.534839,-3.5342493,-1.8017689,-2.660126,2.9823568,5.573732,1.3589537,-3.1579726
149,5.300316,1.9926164,-5.6610503,-1.7430298,-5.6610503,-1.7430298,-4.1603765,-2.8862808,-1.6174262,-2.9554555,2.8845313,5.3477435,0.15068609,-2.229211
150,5.5668435,3.373148,-5.317373,-2.4858923,-5.317373,-2.4858923,-4.581297,-4.571748,-2.8588634,-2.8192575,2.9747932,4.5209637,2.1821167,-3.543589
151,4.9779177,3.9150894,-5.2967305,-3.5317254,-5.2967305,-3.5317254,-3.2677197,-4.495314,-3.0241952,-3.895269,2.513201,3.8725445,0.6777901,-3.2734308
152,5.231559,3.6550145,-5.594322,-3.1653664,-5.594322,-3.1653664,-3.485367,-4.345473,-3.1330147,-3.7032633,2.8016477,4.2952824,0.77798975,-3.360228
153,5.560705,2.3861804,-5.1347003,-1.7028804,-5.1347003,-1.7028804,-4.866245,-3.5328982,-4.12201,4.2345514,2.4518833,5.4518,2.001019,-3.222992
