ObjectNumber,FA1,FA2,FP,FT1,FT2,FTM,NA1,NA2,NP,NT1,NT2,NTM,RR,Class,GROUP,DAY,CONDITION,PERCENTAGE,EFFICIENCY,cosine1,cosine2,euclidean1,euclidean2,l21,l22,l11,l12,canberra1,canberra2,chebyshev1,chebyshev2,correlation1,correlation2,DISH
697,75.651,24.349,413.838,204.726,2385.939,735.717,66.061,33.939,633.973,358.419,2528.956,1091.235,1.54,5,Day 1-10UM,1,10UM,53.2,High,2.270124,-0.95203483,-2.2987912,1.2006567,-2.2987912,1.2006567,-2.833129,0.3668669,-1.7910622,2.5116994,3.0079288,-2.5093555,5.69154,0.6514684,1
239,71.932,28.068,358.714,213.012,2471.933,844.388,67.894,32.106,548.714,319.376,2375.405,975.963,1.54,4,Day 1-10UM,1,10UM,53.2,High,1.0635082,-0.23968762,-1.131936,0.625493,-1.131936,0.625493,-0.8941595,-0.39027596,-2.52395,1.1127689,1.7888151,-2.8437173,4.417704,1.8753953,1
747,73.465,26.535,375.978,235.528,2497.74,833.747,67.549,32.451,552.267,363.879,2582.076,1079.234,1.539,5,Day 1-10UM,1,10UM,53.2,High,1.2679712,-0.24955487,-1.3103273,0.49162233,-1.3103273,0.49162233,-1.4513108,-0.4303143,-2.022898,1.3584906,1.4462111,-2.396964,4.138736,1.8404307,1
324,74.264,25.736,394.2,232.515,2583.286,835.725,67.29,32.71,605.433,379.534,2578.812,1098.95,1.539,5,Day 1-10UM,1,10UM,53.2,High,1.0144035,-0.41492316,-1.1284654,0.6490945,-1.1284654,0.6490945,-1.6600826,-0.03700421,-2.0285203,1.6933252,1.572386,-2.7993057,4.0106072,2.065528,1
510,72.126,27.874,380.108,194.237,2486.289,830.424,69.491,30.509,598.054,376.189,2546.525,1039.549,1.539,4,Day 1-10UM,1,10UM,53.2,High,0.71221745,-0.08424031,-0.9545438,0.3071459,-0.9545438,0.3071459,-0.7627098,-0.46093482,-2.0603323,1.2238039,1.9701086,-2.5388281,3.6130254,2.0314384,1
172,75.036,24.964,382.767,184.615,2362.834,729.685,65.893,34.107,597.267,338.848,2516.078,1079.445,1.538,5,Day 1-10UM,1,10UM,53.2,High,2.1817229,-1.0792041,-2.0694158,1.3904471,-2.0694158,1.3904471,-2.5817642,0.48882917,-2.1966639,2.5320404,2.7350566,-2.899482,5.691428,0.64526755,1
815,74.551,25.449,268.27,219.99,2494.114,800.252,72.103,27.897,415.432,378.444,2573.265,986.541,1.538,4,Day 1-10UM,1,10UM,53.2,High,-0.41343683,-0.57177734,0.36714932,0.7618543,0.36714932,0.7618543,0.30821174,0.51837265,-4.6612544,0.6935875,0.7515688,-2.9700265,1.7733923,2.003231,1
445,78.122,21.878,450.158,169.312,2514.708,683.527,64.674,35.326,688.711,333.957,2453.246,1081.937,1.538,5,Day 1-10UM,1,10UM,53.2,High,2.3151178,-1.1546954,-2.3339405,1.2934524,-2.3339405,1.2934524,-3.6526868,1.2538389,-1.7600175,3.354234,3.2305455,-2.3104212,6.1449103,0.28305262,1
411,72.24,27.76,387,209.213,2499.404,844.586,68.424,31.576,594.974,345.245,2565.416,1041.973,1.537,4,Day 1-10UM,1,10UM,53.2,High,1.187206,-0.20319328,-1.2310046,0.5707638,-1.2310046,0.5707638,-0.86591774,-0.4604934,-1.9476388,1.2989926,1.9729433,-2.4849231,3.2782488,2.1401691,1
797,71.604,28.396,252.1,207.747,2579.936,877.223,70.366,29.634,387.2,338.398,2300.96,915.102,1.537,4,Day 1-10UM,1,10UM,53.2,High,-0.33158058,-0.124357834,0.2547898,0.33232382,0.2547898,0.33232382,0.73636067,0.09066957,-4.632002,0.5177818,1.0074041,-2.9025476,1.5572689,2.609849,1
384,76.868,23.132,450.719,170.949,2276.092,660.22,68.942,31.058,657,415.637,2663.008,1106.86,1.537,5,Day 1-10UM,1,10UM,53.2,High,1.3202014,-2.9181588,-0.9330719,4.0152264,-0.9330719,4.0152264,-2.7869463,1.6610372,-2.273191,3.329496,3.2775054,-2.5194237,5.4786305,-2.501063,1
474,75.481,24.519,385.043,221.826,2557.667,797.359,68.237,31.763,591.87,395.517,2536.773,1074.688,1.537,5,Day 1-10UM,1,10UM,53.2,High,0.97696215,-0.6384181,-1.0480317,0.799794,-1.0480317,0.799794,-1.6966776,0.2295253,-2.154468,1.7815677,1.7696937,-2.7190223,4.10874,1.8649275,1
692,70.972,29.028,319.071,236.173,2607.012,923.555,72.809,27.191,493.036,411.368,2637.906,1014.017,1.537,4,Day 1-10UM,1,10UM,53.2,High,-0.62037754,0.057058208,0.23893796,-0.027888205,0.23893796,-0.027888205,0.63074934,-0.45138067,-2.9854531,0.43209103,0.8928635,-2.3949084,1.0689743,2.343214,1
768,72.064,27.936,249.565,175.303,2403.593,795.766,73.581,26.419,383.913,382.923,2683.173,987.242,1.536,4,Day 1-10UM,1,10UM,53.2,High,-0.62895834,-0.57795614,0.61029303,0.6432934,0.61029303,0.6432934,0.5753981,0.6164975,-4.9238753,0.730921,0.7051948,-3.0750158,1.4514232,2.035482,1
842,76.151,23.849,289.429,182.856,2377.781,703.642,68.411,31.589,432.476,382.417,2478.662,1041.197,1.536,2,Day 1-10UM,1,10UM,53.2,High,0.4874234,-1.9097396,-0.53784317,2.1450949,-0.53784317,2.1450949,-1.3619534,1.1660957,-4.6153297,1.680416,1.1076183,-4.1718884,4.271958,2.1940157,1
594,77.625,22.375,364.129,176.313,2435.691,681.633,68.938,31.062,549.871,341.857,2572.209,1034.074,1.535,2,Day 1-10UM,1,10UM,53.2,High,1.9221879,-2.1272674,-1.9133643,2.243424,-1.9133643,2.243424,-2.2069046,1.7140554,-3.3065674,3.0426843,2.5492058,-3.5430672,5.3820453,1.0228304,1
865,71.632,28.368,301.062,210.302,2463.633,846.445,72.834,27.166,468.531,409.583,2602.448,1003.384,1.535,4,Day 1-10UM,1,10UM,53.2,High,-0.55060357,-0.1288823,0.45809245,0.12853831,0.45809245,0.12853831,0.76142925,-0.19606157,-3.4054453,0.52880347,0.8586275,-2.69747,1.2770886,2.2282383,1
509,71.274,28.726,358.073,245,2575.427,910.46,70.213,29.787,552.756,384.769,2491.807,1008.017,1.535,4,Day 1-10UM,1,10UM,53.2,High,-0.41940898,0.38492343,-0.100558735,-0.2324304,-0.100558735,-0.2324304,0.26305923,-0.5899129,-2.3736968,0.6892035,1.1394953,-2.2752464,1.3595914,2.377038,1
242,71.943,28.057,363.7,243.149,2507.759,874.218,67.925,32.075,555,423.565,2566.347,1100.07,1.535,4,Day 1-10UM,1,10UM,53.2,High,1.042492,0.43067533,-1.3876435,-0.29293787,-1.3876435,-0.29293787,-0.8909819,-0.9164818,-2.0520802,0.68518454,1.7732253,-1.1540552,3.0679789,2.5344594,1
471,72.829,27.171,314.042,226.94,2497.032,839.185,69.495,30.505,483.417,356.542,2345.566,962.096,1.535,4,Day 1-10UM,1,10UM,53.2,High,-0.13517883,-0.14850628,-0.09259313,0.33173662,-0.09259313,0.33173662,0.0198549,-0.036172505,-3.1640017,0.930282,1.18748,-2.7674494,1.9918264,2.4528334,1
502,71.426,28.574,373.609,213.227,2363.791,824.552,68.572,31.428,579.674,377.759,2549.587,1059.185,1.534,4,Day 1-10UM,1,10UM,53.2,High,1.0269338,0.082515545,-1.1361147,0.16156167,-1.1361147,0.16156167,-0.884446,-0.66411316,-2.2336154,1.2280326,1.998983,-2.152498,3.3341093,2.3719444,1
837,73.621,26.379,334.391,187.712,2355.352,758.337,67.482,32.518,513.913,408.404,2597.171,1114.097,1.534,5,Day 1-10UM,1,10UM,53.2,High,1.0470665,-0.1497839,-1.0012102,0.69857204,-1.0012102,0.69857204,-1.2156117,-0.61949253,-2.9180024,1.485925,2.0680137,-1.5890396,3.9750977,2.5559773,1
157,74.95,25.05,389.438,249.325,2526.642,818.074,67.782,32.218,606.875,379.413,2507.525,1062.33,1.534,5,Day 1-10UM,1,10UM,53.2,High,0.97112125,-0.49371478,-1.0737362,0.68224066,-1.0737362,0.68224066,-1.6617594,0.10282898,-2.0538769,1.6849283,1.5978765,-2.4526086,4.0608015,1.8635291,1
93,72.46,27.54,401.122,249.036,2381.519,835.282,70.315,29.685,633.633,374.032,2617.656,1036.63,1.534,4,Day 1-10UM,1,10UM,53.2,High,0.9929875,0.09395843,-1.2657806,0.06129961,-1.2657806,0.06129961,-0.8836581,-0.95452225,-1.664199,1.2291632,2.0302544,-2.1145914,2.8439121,1.1387497,1
504,72.75,27.25,488.16,195.978,2394.66,790.027,67.564,32.436,716,330.84,2588.572,1059.086,1.533,5,Day 1-10UM,1,10UM,53.2,High,1.9642482,-0.6578025,-1.9424188,0.9296873,-1.9424188,0.9296873,-2.0358932,-0.27453884,-1.2432458,2.3096514,2.9657443,-2.5441759,5.378955,0.562987,1
878,73.272,26.728,322.1,208.555,2546.408,834.54,69.878,30.122,510.133,348.224,2392.611,961.362,1.532,4,Day 1-10UM,1,10UM,53.2,High,-0.077232525,-0.075601816,-0.16883224,0.30549338,-0.16883224,0.30549338,0.12757085,-0.055448074,-2.9285667,0.95595914,1.2851229,-2.7777941,2.3741238,2.366648,1
703,71.451,28.549,393.19,208.608,2362.988,823.695,66.799,33.201,564.69,342.358,2469.552,1043.672,1.532,4,Day 1-10UM,1,10UM,53.2,High,1.4614111,-0.12911431,-1.3181908,0.5422098,-1.3181908,0.5422098,-1.2176806,-0.53496104,-2.1398728,1.3405824,2.3663456,-2.676521,4.653476,1.8631277,1
588,76.846,23.154,408.806,197.703,2443.093,714.249,68.03,31.97,642.778,385.074,2577.844,1085.191,1.532,5,Day 1-10UM,1,10UM,53.2,High,1.6105018,-1.1272956,-1.6596433,1.4052,-1.6596433,1.4052,-2.407585,0.79918545,-1.7723131,2.6066337,2.3136864,-2.58154,4.6659102,1.3806076,1
283,74.452,25.548,290.867,203.849,2429.994,773.573,71.99,28.01,447.2,374.473,2583.71,993.327,1.531,4,Day 1-10UM,1,10UM,53.2,High,-0.18080471,-0.68526924,0.19719101,0.8575702,0.19719101,0.8575702,0.22662616,0.5623205,-4.1737294,0.85602593,1.1271799,-3.079372,1.9685912,1.8128533,1
400,71.654,28.346,474.623,207.614,2519.639,860.546,71.124,28.876,675.038,420.614,2673.109,1068.11,1.53,4,Day 1-10UM,1,10UM,53.2,High,0.52185607,0.14104712,-0.9628054,0.029649187,-0.9628054,0.029649187,-0.186871,-0.659268,-0.99172777,1.4661553,1.6425074,-2.065059,1.9234217,2.0308297,1
370,73.491,26.509,507.393,199.002,2444.366,792.467,67.49,32.51,740.377,406.388,2689.25,1145.11,1.529,5,Day 1-10UM,1,10UM,53.2,High,1.9790478,-0.3258061,-2.1220372,0.54491836,-2.1220372,0.54491836,-2.2580898,-0.48661256,-1.0891045,2.0909328,2.5408487,-2.0305958,4.7487445,1.3000863,1
583,74.53,25.47,390.232,188.709,2543.086,788.169,71.063,28.937,583.696,392.856,2535.513,1011.381,1.529,4,Day 1-10UM,1,10UM,53.2,High,0.09871112,-0.11797857,-0.3050573,0.30798486,-0.3050573,0.30798486,0.06382441,0.17125921,-2.2409241,1.2583976,1.3273885,-2.7830584,3.1739461,2.0319953,1
660,72.393,27.607,266.107,240.071,2414.922,836.515,73.59,26.41,411.107,350.315,2524.28,917.344,1.529,4,Day 1-10UM,1,10UM,53.2,High,-0.18663244,-0.5766898,-0.17329085,0.8102375,-0.17329085,0.8102375,0.710584,0.51531094,-4.8723526,0.84139687,2.1381965,-3.9018807,1.6409715,1.9547278,1
492,72.58,27.42,323.84,202.391,2537.096,840.491,69.565,30.435,499,364.054,2526.993,1010.625,1.529,4,Day 1-10UM,1,10UM,53.2,High,0.08910502,-0.07141072,-0.36769366,0.3403458,-0.36769366,0.3403458,-0.106131814,-0.25737187,-2.6943972,0.80750483,1.222661,-2.9716766,2.4163704,2.3508573,1
362,72.455,27.545,384.214,198.058,2419.718,807.524,71.35,28.65,608.714,394.921,2646.057,1038.385,1.529,4,Day 1-10UM,1,10UM,53.2,High,0.4631344,-0.15935653,-0.50378776,0.316893,-0.50378776,0.316893,-0.2480956,-0.31091633,-2.217266,1.1388315,1.4853427,-2.219629,2.0924504,1.967354,1
211,71.715,28.285,360,192.753,2359.866,803.408,71.654,28.346,551.52,415.392,2671.865,1052.926,1.529,4,Day 1-10UM,1,10UM,53.2,High,0.49349487,-0.14315984,-0.6936857,0.26448482,-0.6936857,0.26448482,-0.37631154,-0.6315116,-2.4643831,0.98383117,1.6984228,-2.5163786,2.1562464,1.9466287,1
690,70.542,29.458,301.75,203.455,2436.599,856.886,68.547,31.453,462.719,343.649,2281.737,956.568,1.529,4,Day 1-10UM,1,10UM,53.2,High,-0.32061905,0.19082856,-0.023472453,0.15119137,-0.023472453,0.15119137,0.24680875,-0.27964514,-3.2991073,0.9826777,1.5238233,-2.8686914,1.7090245,2.6177628,1
162,71.019,28.981,342.63,262.92,2607.215,939.516,69.574,30.426,538.667,351.939,2405.468,975.545,1.528,4,Day 1-10UM,1,10UM,53.2,High,-0.49277326,0.41918707,-0.18441682,-0.30154347,-0.18441682,-0.30154347,0.2655793,-0.4937974,-2.4463744,0.74542296,1.2662312,-2.2089257,1.4739332,2.5540571,1
54,73.991,26.009,505.854,242.92,2462.329,817.627,69.141,30.859,737.268,412.521,2680.604,1106.741,1.528,5,Day 1-10UM,1,10UM,53.2,High,1.7732362,-0.104585774,-1.9213685,0.32455596,-1.9213685,0.32455596,-1.8082843,-0.66272247,-1.1266245,1.7628721,2.4878976,-2.0667248,4.6421337,1.163087,1
408,73.671,26.329,404.4,186.332,2382.386,764.412,68.969,31.031,622.85,388.604,2612.145,1072.903,1.528,5,Day 1-10UM,1,10UM,53.2,High,1.3602183,-0.46217552,-1.5653555,0.7722829,-1.5653555,0.7722829,-1.3574296,-0.28557193,-1.8843158,1.9077951,2.699569,-2.6262276,4.6265903,1.2221978,1
490,74.992,25.008,377,212.226,2400.082,759.579,70.915,29.085,580.279,368.702,2594.621,1014.854,1.528,4,Day 1-10UM,1,10UM,53.2,High,1.0213901,-1.0888399,-1.1727136,1.3194022,-1.1727136,1.3194022,-1.1567154,0.6822681,-2.5323684,1.9828466,2.1923506,-3.0871809,3.9497833,1.0726521,1
465,74.054,25.946,350.947,211.046,2517.45,805.472,70.695,29.305,544.605,349.275,2429.385,958.41,1.528,4,Day 1-10UM,1,10UM,53.2,High,0.051510967,-0.19042334,-0.17784123,0.39094463,-0.17784123,0.39094463,0.23912363,0.081700556,-2.7814856,1.0302137,1.3229609,-2.8250678,2.5961077,2.1157653,1
47,72.701,27.299,340.188,261.496,2606.939,895.349,71.652,28.348,505.375,403.089,2519.249,1003.058,1.528,4,Day 1-10UM,1,10UM,53.2,High,-0.91013235,0.3165625,0.22136019,-0.23569816,0.22136019,-0.23569816,0.56075,-0.60415536,-2.6081336,0.40693596,0.8256137,-2.4363964,0.99856627,2.3792293,1
860,69.766,30.234,376.769,265.867,2513.955,943.006,68.585,31.415,563.692,342.257,2339.559,968.71,1.527,4,Day 1-10UM,1,10UM,53.2,High,-0.36244547,0.40219977,-0.25550377,-0.27021363,-0.25550377,-0.27021363,0.18090533,-0.5805684,-2.3891957,0.7557595,1.2589394,-2.131344,1.5520443,2.5623753,1
164,73.563,26.437,412.688,226.409,2397.284,797.335,67.539,32.461,614.125,364.186,2464.443,1043.518,1.527,5,Day 1-10UM,1,10UM,53.2,High,1.5783974,-0.4769134,-1.6494076,0.7495992,-1.6494076,0.7495992,-1.5899632,-0.29300585,-1.8232728,1.7819482,2.6505485,-2.5263336,4.5874276,1.284624,1
3,74.076,25.924,292.303,234.297,2463.035,807.685,69.22,30.78,448.364,328.769,2370.769,950.804,1.527,4,Day 1-10UM,1,10UM,53.2,High,0.1433233,-0.48148218,-0.36795288,0.7499588,-0.36795288,0.7499588,-0.45816275,0.23018254,-3.529069,1.2113588,1.6461625,-3.2445412,3.0453641,1.8441994,1
589,74.731,25.269,424.72,177.274,2342.589,722.108,67.94,32.06,635.88,394.957,2595.05,1095.454,1.527,5,Day 1-10UM,1,10UM,53.2,High,2.0809875,-0.9761888,-2.0168488,1.2824137,-2.0168488,1.2824137,-2.3440216,0.19744658,-2.2539482,2.4808679,2.9822779,-2.5157082,5.3279686,1.2249913,1
475,75.771,24.229,472.556,186.477,2352.692,711.201,68.639,31.361,640.867,358.121,2514.905,1034.013,1.527,2,Day 1-10UM,1,10UM,53.2,High,2.154145,-1.3440665,-2.1158288,1.5275381,-2.1158288,1.5275381,-2.5955815,0.69682336,-1.8569402,2.7172856,3.2354257,-2.8033717,5.681631,-0.1257418,1
36,72.478,27.522,340.826,204.645,2377.112,802.033,69.695,30.305,510.783,337.227,2439.821,973,1.527,4,Day 1-10UM,1,10UM,53.2,High,0.6914497,-0.6103849,-0.8132252,0.9100839,-0.8132252,0.9100839,-0.5675407,0.083151124,-2.852947,1.3077942,2.0088787,-3.1566322,3.5489004,1.5897944,1
429,73.789,26.211,409.985,193.731,2322.799,752.176,69.112,30.888,628.477,347.954,2500.989,1009.901,1.526,4,Day 1-10UM,1,10UM,53.2,High,1.908766,-1.0131496,-1.8402416,1.3811165,-1.8402416,1.3811165,-1.8414531,0.24012206,-1.939904,2.1137133,2.9765663,-2.8871536,5.3868394,0.4012559,1
119,74.36,25.64,431.429,209.255,2445.467,777.398,67.198,32.802,654.6,338.988,2603.514,1078.656,1.525,5,Day 1-10UM,1,10UM,53.2,High,1.8297201,-0.62088555,-1.8539469,0.9619943,-1.8539469,0.9619943,-2.0691917,-0.059380848,-1.5068059,2.2722325,2.77938,-2.5574968,5.1523566,1.3240618,1
218,70.73,29.27,332.95,201.812,2430.211,853.451,72.967,27.033,514.75,405.567,2556.635,983.183,1.524,4,Day 1-10UM,1,10UM,53.2,High,-0.5536138,-0.0916366,0.43079913,0.13298929,0.43079913,0.13298929,0.78899837,-0.2196051,-3.1896365,0.5231101,0.7714719,-2.7406561,1.1934272,2.282425,1
284,78.173,21.827,361.697,187.052,2551.778,702.704,70.699,29.301,577.606,440.426,2726.858,1104.291,1.524,5,Day 1-10UM,1,10UM,53.2,High,-0.19773246,-2.8451705,0.09824671,2.8843503,0.09824671,2.8843503,-1.1222428,1.8580052,-3.7380095,2.3833947,0.1857838,-4.9301224,3.4087753,1.8366386,1
515,72.52,27.48,384.021,198.391,2479.71,826.2,71.867,28.133,577.383,376.803,2537.849,979.774,1.523,4,Day 1-10UM,1,10UM,53.2,High,-0.28535023,-0.035219036,-0.09422125,0.17315462,-0.09422125,0.17315462,0.572912,-0.17831802,-1.9933574,1.0774711,1.1474051,-2.5745707,1.5966252,2.0537899,1
34,77.672,22.328,363.231,191.05,2486.931,702.373,65.35,34.65,532.077,333.434,2343.179,1028.409,1.522,2,Day 1-10UM,1,10UM,53.2,High,1.7709142,-1.4772614,-1.5919696,1.863798,-1.5919696,1.863798,-2.6378813,1.2958237,-2.889128,2.682613,2.3667467,-3.0571508,5.1666484,0.81314385,1
793,74.113,25.887,307.516,207.672,2522.809,804.092,67.552,32.448,454.097,358.592,2421.532,1015.698,1.522,4,Day 1-10UM,1,10UM,53.2,High,0.6262711,-0.88714546,-0.8874131,1.0523328,-0.8874131,1.0523328,-1.2954422,0.29671273,-3.4217358,1.4864467,1.2695123,-3.2337444,4.0323887,2.069159,1
39,73.629,26.371,333.762,195.139,2320.988,754.9,74.422,25.578,485.238,396.1,2809.338,1001.214,1.521,4,Day 1-10UM,1,10UM,53.2,High,-0.48027,-0.7983948,0.48185408,0.7634657,0.48185408,0.7634657,0.43576652,0.5812992,-3.5598457,0.94546074,0.9283276,-3.2039378,1.7212548,1.5031508,1
136,73.107,26.893,347.515,200.351,2336.386,772.034,71.92,28.08,531.273,384.462,2629.288,1003.756,1.52,4,Day 1-10UM,1,10UM,53.2,High,0.18898378,-0.5405982,-0.2122154,0.71449494,-0.2122154,0.71449494,-0.037010815,0.055272326,-2.9798934,1.0184331,1.6920954,-2.8978314,2.4533222,1.8139951,1
922,70.228,29.772,312.853,204.316,2469.788,875.921,70.433,29.567,472.824,403.189,2653.08,1063.786,1.518,4,Day 1-10UM,1,10UM,53.2,High,-0.23272611,0.40684766,0.002240895,-0.16882698,0.002240895,-0.16882698,0.5348579,-1.0202935,0.2604308,-5.2206435,1.214179,-1.6316236,1.4461383,2.5552633,1
889,70.559,29.441,294.346,230.361,2513.478,899.426,71.706,28.294,435.269,389.446,2597.627,1011.318,1.517,4,Day 1-10UM,1,10UM,53.2,High,-0.5177565,0.051690336,0.35602236,-0.02399476,0.35602236,-0.02399476,0.80170536,-0.40737393,-3.2947035,0.44150296,0.71097827,-2.463948,1.1986344,2.405331,1
413,73.679,26.321,451.451,185.331,2346.788,757.082,69.984,30.016,623.02,381.079,2571.898,1036.16,1.516,5,Day 1-10UM,1,10UM,53.2,High,1.2797785,-0.6537083,-1.3064487,0.9304545,-1.3064487,0.9304545,-1.2973089,0.052473944,-1.8839521,2.0219862,2.576513,-2.6311462,4.680457,1.1515273,1
576,74.276,25.724,594.372,201.576,2334.747,744.82,69.748,30.252,733.256,389.774,2602.568,1060.092,1.516,5,Day 1-10UM,1,10UM,53.2,High,2.3292546,-1.0947114,-2.2151527,1.1505713,-2.2151527,1.1505713,-2.2579029,0.44480687,-1.1070716,2.8025045,3.6083095,-2.0997894,4.9927473,-0.33407372,1
772,71.441,28.559,262.034,226.215,2473.327,863.646,71.265,28.735,405.345,432.003,2530.06,1029.263,1.515,4,Day 1-10UM,1,10UM,53.2,High,0.9387788,2.95637,-0.096225865,0.10994977,-0.096225865,0.10994977,0.2943956,-1.99173,-4.979122,0.19141197,0.95644104,-0.5007702,1.6266149,3.9586124,1
214,75.874,24.126,373,197.492,2409.211,730.713,70.352,29.648,546.029,359.224,2536.324,1002.22,1.515,2,Day 1-10UM,1,10UM,53.2,High,1.1751097,-1.3692706,-1.2247688,1.5687649,-1.2247688,1.5687649,-1.3355343,0.94471556,-2.6968296,1.9718201,2.3177342,-3.2222486,4.5053015,1.1075717,1
355,70.341,29.659,376.667,233.957,2432.693,881.173,69.84,30.16,581.933,389.365,2527.842,1029.896,1.515,4,Day 1-10UM,1,10UM,53.2,High,0.22161628,0.44520786,-0.41903502,-0.29361737,-0.41903502,-0.29361737,0.40028852,-0.8123153,-2.0281246,0.79335755,1.4348301,-1.7620226,1.2296234,2.244774,1
458,71.155,28.845,356.841,233.693,2562.753,902.145,72.874,27.126,557.773,410.16,2656.956,1012.138,1.514,4,Day 1-10UM,1,10UM,53.2,High,-0.5220715,0.059161343,0.20724824,0.002514459,0.20724824,0.002514459,0.6425933,-0.41515157,-2.8060277,0.47088376,0.97242373,-2.3825338,1.0314097,2.308929,1
176,73.795,26.205,476.588,197.843,2502.893,799.685,67.77,32.23,733.235,363.012,2669.936,1103.912,1.514,5,Day 1-10UM,1,10UM,53.2,High,1.8407366,-0.38355008,-1.9637605,0.6016415,-1.9637605,0.6016415,-2.0872602,-0.4488848,-1.1659935,2.1434658,2.6244118,-2.3139436,4.9671736,1.0794114,1
520,75.697,24.303,470.034,189.846,2420.935,731.869,68.501,31.499,612.069,384.497,2516.861,1052.921,1.513,5,Day 1-10UM,1,10UM,53.2,High,1.6677778,-1.0472045,-1.6228951,1.2903169,-1.6228951,1.2903169,-2.2839367,0.6491831,-1.7268337,2.6189842,2.282167,-2.6478386,4.622215,1.18136,1
903,74.65,25.35,293.967,201.44,2563.261,798.606,68.166,31.834,445.033,383.617,2508.907,1056.854,1.513,5,Day 1-10UM,1,10UM,53.2,High,0.47229344,-0.9765945,-0.6042705,1.1763325,-0.6042705,1.1763325,-1.299548,0.36742312,-3.935796,1.182471,1.0525905,-3.7983584,3.959389,2.3966155,1
1020,73.303,26.697,278.515,187.241,2341.411,761.405,70.663,29.337,416.212,354.07,2624.961,1011.168,1.513,4,Day 1-10UM,1,10UM,53.2,High,0.63029164,-1.1027322,-0.7331554,1.1383042,-0.7331554,1.1383042,-0.56672996,0.44289145,-3.9362736,1.305764,1.9356244,-3.5838609,3.9490392,1.6936214,1
133,74.15,25.85,490.912,198.685,2339.289,751.394,68.79,31.21,714.059,349.998,2395.843,985.555,1.513,4,Day 1-10UM,1,10UM,53.2,High,1.9611127,-1.0172292,-1.906847,1.2844915,-1.906847,1.2844915,-2.0337832,0.23607847,-1.6538365,2.3186047,3.1613686,-2.7701762,5.522027,0.2445918,1
477,73.167,26.833,364.531,212.509,2417.526,804.305,68.564,31.436,567.224,373.834,2551.181,1052.743,1.511,4,Day 1-10UM,1,10UM,53.2,High,0.98767924,-0.23010682,-1.1585968,0.49470094,-1.1585968,0.49470094,-1.0106665,-0.41184515,-2.1683552,1.3260707,1.9187518,-2.4838436,3.7442985,1.685191,1
989,72.148,27.852,339.929,260.703,2637.184,921.057,70.866,29.134,510.464,403.26,2554.896,1019.441,1.511,4,Day 1-10UM,1,10UM,53.2,High,-0.8296118,0.5002345,0.14779623,-0.28312376,0.14779623,-0.28312376,0.4837573,-0.5547253,-2.5558329,0.3917323,0.75475174,-2.3046346,1.1010522,2.4359875,1
723,70.654,29.346,353.156,251.756,2554.728,923.208,66.351,33.649,507.531,341.667,2240.877,977.73,1.511,4,Day 1-10UM,1,10UM,53.2,High,-0.046419796,0.2954116,-0.388043,-0.1772627,-0.388043,-0.1772627,-0.002243178,-0.52782804,-2.4290113,0.7758827,1.2380812,-2.1917403,2.2987149,3.7161114,1
705,72.863,27.137,419.182,214.178,2366.413,797.58,68.538,31.462,602.818,389.619,2611.839,1082.784,1.511,5,Day 1-10UM,1,10UM,53.2,High,1.4967499,-0.0391802,-1.6386489,0.3726068,-1.6386489,0.3726068,-1.3223484,-0.57215,-1.688178,1.6089929,2.254098,-1.9816992,4.365819,1.4227124,1
341,72.164,27.836,291.182,243.846,2498.442,864.183,69.092,30.908,445.667,312.414,2267.365,914.962,1.51,4,Day 1-10UM,1,10UM,53.2,High,-0.07199191,-0.22288275,-0.1824136,0.566136,-0.1824136,0.566136,0.06296092,0.10083233,-3.4706044,1.084912,1.4335088,-2.9781213,1.6003633,2.5574462,1
671,73.177,26.823,337.22,224.849,2542.204,844.114,70.343,29.657,521.171,365.981,2559.518,1012.283,1.51,4,Day 1-10UM,1,10UM,53.2,High,-0.032308742,-0.100522466,-0.22092234,0.26803732,-0.22092234,0.26803732,0.109230906,-0.18365476,-2.7130606,0.74237055,1.22027,-2.6185274,2.3153112,2.227217,1
1009,74.288,25.712,245.458,249.637,2589.967,848.003,73.186,26.814,371.542,380.646,2725.836,991.774,1.51,4,Day 1-10UM,1,10UM,53.2,High,-0.8645294,-0.50333494,0.6474164,0.50620186,0.6474164,0.50620186,0.59573466,0.47947234,-5.005559,0.6349744,0.49762988,-2.837772,1.0465077,2.244777,1
186,71.362,28.638,374.761,241.398,2573.261,905.808,70.797,29.203,564.413,361.477,2573.454,1003.852,1.51,4,Day 1-10UM,1,10UM,53.2,High,-0.35519814,0.37434843,-0.075200066,-0.23246178,-0.075200066,-0.23246178,0.21382518,-0.53631586,-2.1888847,0.75940895,1.3145773,-2.353516,1.4894636,2.3103216,1
76,73.375,26.625,429.5,224.328,2306.045,775.353,69.394,30.606,590.429,360.623,2524.337,1023.227,1.51,4,Day 1-10UM,1,10UM,53.2,High,1.4557817,-0.8216199,-1.4773703,1.1848989,-1.4773703,1.1848989,-1.3108867,-0.049031366,-1.7183592,2.01052,2.1359477,-2.6177604,4.628454,0.4798203,1
952,72.041,27.959,325.393,193.639,2327.841,785.799,69.462,30.538,483.214,322.252,2405.042,955.105,1.509,4,Day 1-10UM,1,10UM,53.2,High,0.5923274,-0.6596622,-0.62141776,1.0532916,-0.62141776,1.0532916,-0.39369577,0.17447595,-3.0546958,1.3037032,2.0341282,-3.2857578,3.5355766,1.5430349,1
