ObjectNumber,FA1,FA2,FP,FT1,FT2,FTM,NA1,NA2,NP,NT1,NT2,NTM,RR,Class,GROUP,DAY,CONDITION,PERCENTAGE,EFFICIENCY,cosine1,cosine2,euclidean1,euclidean2,l21,l22,l11,l12,canberra1,canberra2,chebyshev1,chebyshev2,correlation1,correlation2,DISH
26,73.82,26.18,641.256,252.764,2036.401,718.761,69.584,30.416,535.535,404.719,2544.829,1057.799,0.828,4,Day 1-1.5M,1,1.5M,21.7,Low,6.4571905,2.36118,-6.7319336,-1.9902614,-6.7319336,-1.9902614,-4.773449,-3.643069,-2.5138075,-2.0730383,1.9677885,5.694859,-0.5239764,-3.699153,1
458,73.385,26.615,518.042,269.815,2064.359,744.217,70.356,29.644,420.917,461.424,2469.779,1051.089,0.828,4,Day 1-1.5M,1,1.5M,21.7,Low,5.615045,1.7172772,-6.073967,-1.373068,-6.073967,-1.373068,-4.4535294,-2.9197712,-1.4004477,-2.1508577,2.8388805,5.9462013,-0.19379328,-2.6302094,1
116,73.757,26.243,678.189,244.733,2018.116,709.534,69.958,30.042,561.486,394.074,2430.715,1005.991,0.828,2,Day 1-1.5M,1,1.5M,21.7,Low,6.507912,2.1430244,-6.8889465,-1.7239164,-6.8889465,-1.7239164,-4.911215,-3.314162,-2.332192,-1.9312485,1.8652908,5.8879004,-0.8099274,-3.5724285,1
448,73.778,26.222,459.333,248.994,1828.569,660.903,71.294,28.706,375.867,359.671,2361.168,930.866,0.827,2,Day 1-1.5M,1,1.5M,21.7,Low,6.2445865,0.47686765,-6.5611644,-0.15707506,-6.5611644,-0.15707506,-5.694781,-1.9061239,-0.29034644,-1.3484509,2.4623976,7.5286098,-0.46966577,-2.6053252,1
429,74.283,25.717,512.125,247.026,2069.555,714.986,73.234,26.766,422.167,409.707,2559.615,979.773,0.826,2,Day 1-1.5M,1,1.5M,21.7,Low,6.2688084,0.46663043,-6.7351365,-0.14092293,-6.7351365,-0.14092293,-5.515647,-1.5223774,-0.27069652,-1.5999931,2.3270211,7.142983,-1.1019899,-2.0756252,1
18,74.669,25.331,812.227,248.15,2109.347,718.955,64.95,35.05,640.887,429.25,2592.575,1180.6,0.825,5,Day 1-1.5M,1,1.5M,21.7,Low,6.2072043,4.3459086,-6.3922024,-3.7970486,-6.3922024,-3.7970486,-4.210253,-5.481025,-3.9089549,-2.9092011,2.2046616,4.1470137,0.64670265,-4.9027185,1
435,74.954,25.046,515.861,271.912,2112.074,731.221,72.475,27.525,426.5,419.669,2509.022,991.349,0.824,2,Day 1-1.5M,1,1.5M,21.7,Low,6.112997,0.7916832,-6.548352,-0.44900241,-6.548352,-0.44900241,-5.1668615,-1.8833364,-0.6151278,-1.8097702,2.5494602,6.6744623,-0.8963342,-2.185628,1
41,72.881,27.119,998.667,260.026,2147.508,772.047,68.36,31.64,763.4,408.043,2487.594,1064.732,0.823,4,Day 1-1.5M,1,1.5M,21.7,Low,-4.018742,-5.123012,4.0352507,4.910091,4.0352507,4.910091,1.981605,5.163977,-3.3550527,-2.3243177,-3.9440186,2.214019,-2.3844237,-4.2675467,1
253,76.802,23.198,1109.356,212.481,2116.098,653.236,67.72,32.28,759.507,383.487,2446.361,1050.086,0.823,2,Day 1-1.5M,1,1.5M,21.7,Low,-4.1227245,-5.1088247,4.197416,4.8160686,4.197416,4.8160686,2.4363523,5.243626,-3.3064947,-2.1267855,-4.049017,2.1623905,-3.0607305,-4.520834,1
44,74.157,25.843,601.688,259.568,2038.479,717.407,68.037,31.963,499.906,375.088,2344.193,1005.127,0.822,2,Day 1-1.5M,1,1.5M,21.7,Low,6.112728,2.188179,-6.6527834,-1.78276,-6.6527834,-1.78276,-4.88436,-3.5915158,-2.0777223,-1.645465,2.172464,5.845501,-0.17634422,-3.6203508,1
482,76.133,23.867,657.322,250.282,2094.972,689.533,70.623,29.377,544.966,425.617,2591.505,1057.275,0.822,2,Day 1-1.5M,1,1.5M,21.7,Low,6.5290213,2.215363,-6.856057,-1.837097,-6.856057,-1.837097,-4.8615575,-3.2830055,-2.5631492,-2.1118028,2.0823612,5.597611,-0.46828482,-3.7578049,1
123,74.759,25.241,646.667,266.637,2048.912,714.708,71.868,28.132,541.952,401.577,2542.761,1005.74,0.821,2,Day 1-1.5M,1,1.5M,21.7,Low,6.9148507,1.488773,-7.1992435,-1.1903334,-7.1992435,-1.1903334,-5.48334,-2.5766907,-1.9869511,-1.6357017,1.7202502,6.267885,-1.1760285,-3.3294842,1
256,75.568,24.432,711.881,215.322,1969.185,644.359,68.958,31.042,573.286,414.997,2505.549,1060.128,0.821,2,Day 1-1.5M,1,1.5M,21.7,Low,6.5123434,2.8424635,-6.7164745,-2.152286,-6.7164745,-2.152286,-5.1846867,-3.6742167,-2.5368438,-1.8372352,1.9776148,5.3079333,0.0460492,-4.428913,1
212,74.127,25.873,651.38,261.901,2238.823,772.011,70.223,29.777,525.48,420.834,2580.7,1062.463,0.821,4,Day 1-1.5M,1,1.5M,21.7,Low,6.0075035,2.532055,-6.1749907,-2.2810543,-6.1749907,-2.2810543,-4.038717,-3.4537046,-2.4971223,-2.7471313,2.156328,5.1352386,-0.5599524,-2.943622,1
447,75.916,24.084,500.958,269.647,2062.53,699.846,69.644,30.356,413.792,414.855,2460.088,1032.546,0.819,2,Day 1-1.5M,1,1.5M,21.7,Low,6.100891,1.6772113,-6.5240026,-1.210356,-6.5240026,-1.210356,-5.124479,-3.024111,-1.2095381,-1.7591041,2.3547628,6.3917594,0.014500428,-3.0803347,1
460,74.402,25.598,485.774,271.331,1947.734,699.583,73.417,26.583,394.613,424.744,2624.044,1006.042,0.818,2,Day 1-1.5M,1,1.5M,21.7,Low,6.376315,0.20149405,-6.812976,0.013225696,-6.812976,0.013225696,-5.686813,-1.509199,-0.21635087,-1.41287,2.4015784,7.3600883,-0.9129876,-2.2175999,1
292,74.334,25.666,417.308,277.254,2098.716,744.009,74.067,25.933,342.269,386.94,2506.2,931.237,0.818,4,Day 1-1.5M,1,1.5M,21.7,Low,6.251222,-0.27764657,-6.676098,0.60328156,-6.676098,0.60328156,-5.816026,-1.0740589,0.379514,-1.4091271,2.629598,7.3460436,-1.2131406,-1.5006722,1
84,72.955,27.045,605.95,265.014,2138.795,768.855,72.704,27.296,514.35,442.954,2565.547,1019.146,0.818,4,Day 1-1.5M,1,1.5M,21.7,Low,5.9734373,0.8813102,-6.557848,-0.7469689,-6.557848,-0.7469689,-4.7166424,-2.1684613,-1.4773973,-2.4744544,2.0941803,6.2624917,-1.3075373,-2.124741,1
19,74.81,25.19,685.024,239.21,2023.068,687.052,70.349,29.651,574.69,441.193,2682.854,1100.718,0.817,5,Day 1-1.5M,1,1.5M,21.7,Low,6.3481793,2.7272842,-6.781295,-2.3092592,-6.781295,-2.3092592,-4.5485435,-3.825687,-2.898939,-2.3377273,2.055022,5.2977633,-0.28278562,-4.0108824,1
504,75.065,24.935,661.5,272.494,2038.696,712.109,70.81,29.19,548.841,435.214,2600.585,1065.961,0.816,2,Day 1-1.5M,1,1.5M,21.7,Low,6.6109543,2.1425512,-6.86192,-1.7143409,-6.86192,-1.7143409,-4.962441,-3.2425365,-2.5827954,-1.9261703,1.9201974,6.005308,-0.50559103,-3.8004344,1
410,73.846,26.154,449.68,256.524,2021.307,717.265,71.302,28.698,365.36,375.792,2328.832,925.466,0.816,2,Day 1-1.5M,1,1.5M,21.7,Low,6.4201274,0.49055672,-6.732716,-0.1013125,-6.732716,-0.1013125,-5.6419396,-1.9426656,-0.17496675,-1.3132739,2.1140223,7.263232,-0.7656374,-2.4155796,1
189,74.149,25.851,543.483,264.963,2209.858,764.952,71.583,28.417,444.828,453.356,2543.255,1040.15,0.812,4,Day 1-1.5M,1,1.5M,21.7,Low,5.753096,1.3232092,-6.1282268,-1.0824214,-6.1282268,-1.0824214,-4.655847,-2.5489829,-1.4696512,-2.241162,2.454336,6.2863755,-0.96912074,-2.0287085,1
73,73.437,26.563,1009.31,268.046,2146.176,765.654,70.575,29.425,806.643,415.454,2418.607,998.964,0.808,4,Day 1-1.5M,1,1.5M,21.7,Low,-4.0208664,-5.118211,4.0048146,4.906582,4.0048146,4.906582,2.0433714,5.1402125,-3.3760386,-2.2338326,-3.95497,2.2251003,-2.549317,-4.2219515,1
94,73.972,26.028,667.058,253.725,2121.12,739.018,69.378,30.622,545.846,409.509,2401.129,1016.169,0.808,4,Day 1-1.5M,1,1.5M,21.7,Low,6.4525824,2.5388496,-6.7877426,-2.1088521,-6.7877426,-2.1088521,-4.754562,-3.6379797,-2.3944268,-2.0558288,1.8507037,5.6323056,-0.5104942,-3.7911353,1
203,74.559,25.441,824.962,242.216,2168.206,730.936,69.604,30.396,613.423,416.224,2348.05,1000.293,0.808,2,Day 1-1.5M,1,1.5M,21.7,Low,6.7119837,2.9108124,-7.0150547,-2.470044,-7.0150547,-2.470044,-4.6680484,-3.8961904,-3.0277069,-2.020196,1.5095842,4.9687343,-1.2579824,-4.141086,1
343,74.032,25.968,549.6,247.494,2077.449,720.677,71.63,28.37,450.4,404.801,2377.944,959.408,0.807,2,Day 1-1.5M,1,1.5M,21.7,Low,6.238327,0.8453932,-6.659105,-0.5192838,-6.659105,-0.5192838,-5.277951,-1.9644489,-0.6277082,-1.6719462,2.0498173,6.735653,-1.0825098,-2.3108606,1
208,74.165,25.835,688.023,246.869,2157.337,739.525,69.401,30.599,538.477,447.264,2477.129,1065.817,0.807,5,Day 1-1.5M,1,1.5M,21.7,Low,6.480562,2.6772268,-6.6664414,-2.389758,-6.6664414,-2.389758,-4.7272935,-3.7406454,-2.4584923,-2.1527858,2.1443574,5.1483603,-0.19542551,-3.915993,1
464,75.372,24.628,529.917,283.53,1913.558,680.88,74.534,25.466,434.833,401.303,2589.467,951.482,0.807,2,Day 1-1.5M,1,1.5M,21.7,Low,6.844973,0.037662245,-7.135044,0.3135719,-7.135044,0.3135719,-6.0544076,-1.4721198,-0.26217967,-1.1014626,2.18823,7.5769854,-1.1197966,-2.6134708,1
508,74.639,25.361,694.623,272.644,2068.996,726.765,70.838,29.162,556.597,424.589,2549.268,1038.319,0.804,2,Day 1-1.5M,1,1.5M,21.7,Low,6.653754,2.090826,-6.9524508,-1.7458763,-6.9524508,-1.7458763,-4.9979095,-3.2994897,-2.3193705,-1.9000037,1.815508,5.8249464,-0.76277715,-3.6195626,1
329,73.902,26.098,866.914,225.38,2150.887,728.372,67.126,32.874,674.114,406.081,2238.97,1008.667,0.804,2,Day 1-1.5M,1,1.5M,21.7,Low,6.704622,2.9451542,4.0122514,4.925018,4.0122514,4.925018,-4.4323225,-4.2379227,-3.1821003,-2.1293805,1.4910036,4.762693,-1.5468577,-4.2851048,1
154,75.724,24.276,502.903,271.764,2174.616,731.802,73.45,26.55,404.323,454.74,2480.83,981.595,0.804,2,Day 1-1.5M,1,1.5M,21.7,Low,6.0387235,0.44847578,-6.3424463,-0.045140333,-6.3424463,-0.045140333,-5.2970757,-1.4362379,-0.27076295,-1.5798069,2.6178834,6.6438074,-0.93403804,-1.7976221,1
86,73.9,26.1,551.04,275.937,2173.257,769.162,69.758,30.242,443.24,405.917,2452.621,1022.623,0.803,4,Day 1-1.5M,1,1.5M,21.7,Low,5.679588,1.8501471,-6.2906213,-1.4806536,-6.2906213,-1.4806536,-4.8148956,-3.2000458,-1.1827744,-1.9318359,2.1712747,6.0961995,-0.578572,-2.3519676,1
181,74.675,25.325,484.4,264.066,2011.785,705.859,74.59,25.41,393.867,390.059,2455.214,908.992,0.803,2,Day 1-1.5M,1,1.5M,21.7,Low,6.3911357,-0.21668704,-6.7909837,0.62710387,-6.7909837,0.62710387,-6.014424,-1.0552404,0.22064471,-1.298814,2.3274107,7.7056074,-1.2392195,-1.7872669,1
366,74.332,25.668,457.586,261.515,2063.916,723.048,76.7,23.3,367.241,485.193,2807.948,1000.71,0.802,2,Day 1-1.5M,1,1.5M,21.7,Low,6.1561503,-0.066432826,-6.408043,0.40032822,-6.408043,0.40032822,-5.5871406,-0.88784945,0.368737,-1.677925,2.7430155,6.966379,-0.96749794,-1.499084,1
485,74.794,25.206,628.55,276.095,2026.123,716.407,72.606,27.394,508.8,418.849,2499.365,987.363,0.802,2,Day 1-1.5M,1,1.5M,21.7,Low,6.8494,1.3050903,-7.2139187,-0.9953649,-7.2139187,-0.9953649,-5.4932446,-2.4974496,-1.74708,-1.4780452,1.6651841,6.3206244,-1.3130419,-3.1263764,1
136,76.272,23.728,633.452,258.381,2112.5,696.481,68.863,31.137,513.548,367.164,2405.047,998.722,0.801,2,Day 1-1.5M,1,1.5M,21.7,Low,6.4031444,2.34418,-6.8409452,-1.8885971,-6.8409452,-1.8885971,-4.9979286,-3.3484323,-2.035528,-1.7516952,1.8654612,5.7416463,-0.40678692,-3.8087118,1
171,74.575,25.425,563.261,241.84,2138.584,722.571,75.431,24.569,457.261,437.727,2531.152,941.458,0.801,2,Day 1-1.5M,1,1.5M,21.7,Low,6.229217,0.016915869,-6.703471,0.2608721,-6.703471,0.2608721,-5.679078,-1.0335307,-0.059161186,-1.6027279,2.3998857,7.193161,-1.3216642,-1.855844,1
74,74.593,25.407,530.5,276.712,2066.543,729.69,73.84,26.16,425.472,400.508,2448.907,928.263,0.795,2,Day 1-1.5M,1,1.5M,21.7,Low,6.4404454,-0.0698107,-6.830919,0.42041302,-6.830919,0.42041302,-5.8412976,-1.2477612,-0.01587899,-1.3587397,2.393459,7.5450063,-1.3382295,-1.8587494,1
209,71.693,28.307,533.75,268.022,2097.121,783.122,71.648,28.352,436.536,410.667,2392.861,967.131,0.794,4,Day 1-1.5M,1,1.5M,21.7,Low,5.777803,1.0540183,-6.442636,-0.696164,-6.442636,-0.696164,-4.790097,-2.0145736,-0.2777074,-2.4024403,2.2973292,6.7131658,-1.2798818,-1.9585679,1
22,75.202,24.798,764.438,252.913,2120.131,715.598,69.778,30.222,605.979,452.286,2602.527,1099.793,0.793,5,Day 1-1.5M,1,1.5M,21.7,Low,6.450395,2.7767446,-6.6748314,-2.3770626,-6.6748314,-2.3770626,-4.51836,-3.8930635,-2.9469988,-2.3334694,2.1107495,5.002425,-0.23653361,-4.097428,1
348,75.219,24.781,462.333,241.519,2058.477,689.583,72.751,27.249,366.067,455.585,2408.509,978.729,0.793,2,Day 1-1.5M,1,1.5M,21.7,Low,6.3750787,0.3633377,-6.7471085,0.050922863,-6.7471085,0.050922863,-5.6756983,-1.576895,-0.16906793,-1.3246332,2.3955555,6.949721,-0.62530655,-2.4613357,1
481,75.354,24.646,734.427,251.421,2110.599,708.9,66.865,33.135,585.68,443.656,2573.479,1148.877,0.792,5,Day 1-1.5M,1,1.5M,21.7,Low,6.2620945,4.0593853,-6.443587,-3.5669696,-6.443587,-3.5669696,-4.348076,-5.2733784,-3.7734544,-2.699554,2.1661053,4.5513005,0.5051115,-4.729335,1
449,75.176,24.824,467.605,256.402,1979.327,681.684,70.299,29.701,369.263,409.845,2486.138,1018.258,0.792,2,Day 1-1.5M,1,1.5M,21.7,Low,6.398977,1.027181,-6.6890583,-0.6184183,-6.6890583,-0.6184183,-5.3883123,-2.6788542,-0.66432554,-1.4278215,2.239369,7.124072,0.05261237,-3.1036336,1
214,73.251,26.749,660.35,229.493,2082.589,723.989,69.417,30.583,507.45,414.839,2468.513,1037.962,0.791,4,Day 1-1.5M,1,1.5M,21.7,Low,6.4741096,2.612086,-6.7583137,-2.1662548,-6.7583137,-2.1662548,-4.773708,-3.7044084,-2.5460806,-1.9495336,1.9799263,5.336826,-0.25601053,-3.9865673,1
169,73.933,26.067,566.167,266.509,2182.685,765.01,70.735,29.265,451,373.874,2291.552,929.96,0.79,4,Day 1-1.5M,1,1.5M,21.7,Low,6.2980957,0.86511004,-6.602429,-0.36612839,-6.602429,-0.36612839,-5.456249,-2.0914953,-0.63312566,-1.6148986,2.172445,6.716139,-1.0297993,-1.8106176,1
140,74.138,25.862,599.568,245.064,2008.885,700.427,70.946,29.054,477.405,403.919,2512.394,1012.702,0.789,2,Day 1-1.5M,1,1.5M,21.7,Low,6.652593,1.5687878,-6.9246836,-1.0954219,-6.9246836,-1.0954219,-5.324243,-2.886402,-1.7517364,-1.569685,1.9540976,6.4468412,-0.6588281,-3.316006,1
298,76.826,23.174,717.368,228.741,2068.143,654.16,72.319,27.681,556.684,405.284,2521.428,986.883,0.788,2,Day 1-1.5M,1,1.5M,21.7,Low,7.0527477,1.5023258,-7.1570907,-1.1223292,-7.1570907,-1.1223292,-5.755167,-2.5626268,-1.8240236,-1.3172138,1.5596008,6.0996532,-0.9420574,-3.853093,1
477,75.739,24.261,549.909,257.334,1956.435,668.766,71.087,28.913,433.455,403.054,2557.396,1023.606,0.787,2,Day 1-1.5M,1,1.5M,21.7,Low,6.5735097,1.0439224,-6.848736,-0.61513865,-6.848736,-0.61513865,-5.583865,-2.6518774,-1.3412465,-1.5041653,2.0794392,7.0860243,-0.3608275,-3.1802044,1
494,76.521,23.479,628.038,254.105,2004.07,664.303,70.995,29.005,498.566,436.109,2540.389,1038.641,0.786,2,Day 1-1.5M,1,1.5M,21.7,Low,6.6797886,1.7509892,-6.896124,-1.3047209,-6.896124,-1.3047209,-5.3708773,-3.0086942,-2.0340986,-1.5314636,1.9911557,6.2351375,-0.42050925,-3.832621,1
28,74.09,25.91,572.316,264.528,2051.414,725.48,72.366,27.634,459.632,381.385,2437.77,948.882,0.785,2,Day 1-1.5M,1,1.5M,21.7,Low,6.65512,0.9185648,-7.0711484,-0.5152553,-7.0711484,-0.5152553,-5.4435453,-2.189648,-0.92623514,-1.4173006,1.8265442,6.945126,-1.2921325,-2.602141,1
37,73.255,26.745,663.226,282.903,2164.925,784.917,71.247,28.753,510,427.826,2619.315,1055.506,0.785,4,Day 1-1.5M,1,1.5M,21.7,Low,6.3835626,1.9713345,-6.751717,-1.6785481,-6.751717,-1.6785481,-4.6532903,-2.9735084,-2.1843185,-2.3689284,2.121143,5.780418,-1.0046515,-3.0694687,1
113,74.58,25.42,656.532,265.008,2061.542,720.538,72.162,27.838,515.258,394.565,2520.397,986.121,0.785,2,Day 1-1.5M,1,1.5M,21.7,Low,6.9346666,1.4278977,-7.243268,-1.0368867,-7.243268,-1.0368867,-5.5570846,-2.6259441,-1.8209288,-1.4746677,1.578862,6.3282437,-1.3041251,-3.3472235,1
70,74.292,25.708,541.227,267.98,2099.607,737.937,70.148,29.852,421.818,444.966,2529.17,1062.642,0.784,4,Day 1-1.5M,1,1.5M,21.7,Low,5.692757,1.6919296,-6.1258836,-1.343787,-6.1258836,-1.343787,-4.5022264,-3.0096507,-1.5181677,-2.12677,2.727988,5.90821,-0.14604722,-2.722239,1
420,76.771,23.229,416.722,254.983,1996.302,656.05,74.961,25.039,330.778,405.109,2363.098,895.32,0.784,2,Day 1-1.5M,1,1.5M,21.7,Low,6.50534,-0.48011616,-6.6239247,0.89217645,-6.6239247,0.89217645,-6.297231,-1.0375564,0.5085867,-0.96536046,2.5153136,7.7769346,-0.92066747,-1.9121672,1
173,72.336,27.664,640.933,266.979,2137.975,783.056,71.352,28.648,506.978,404.519,2449.697,989.125,0.783,4,Day 1-1.5M,1,1.5M,21.7,Low,5.9363446,1.4369917,-6.576285,-1.0626262,-6.576285,-1.0626262,-4.626931,-2.2207649,-1.1350992,-2.523942,1.9124832,5.9176884,-1.3197242,-2.269414,1
32,75.503,24.497,706.326,233.49,2059.41,680.447,65.013,34.987,544.348,380.896,2382.987,1074.696,0.783,5,Day 1-1.5M,1,1.5M,21.7,Low,6.1655006,3.7206225,-6.436742,-3.1835938,-6.436742,-3.1835938,-4.36013,-4.7949553,-3.0937805,-2.3320131,2.1576767,4.8057485,1.0573814,-4.578423,1
155,75.329,24.671,792.948,239.174,2221.391,728.21,66.677,33.323,612.208,434.054,2664.452,1171.392,0.783,5,Day 1-1.5M,1,1.5M,21.7,Low,6.183395,4.23722,-6.4161177,-3.6470065,-6.4161177,-3.6470065,-4.3144116,-5.439254,-3.9027307,-2.8091347,2.195596,4.03018,0.46183237,-4.794465,1
92,75.119,24.881,685.514,244.72,2055.162,693.983,73.1,26.9,522.029,392.192,2334.323,913.513,0.783,2,Day 1-1.5M,1,1.5M,21.7,Low,6.998596,0.982262,-7.3694587,-0.62505394,-7.3694587,-0.62505394,-5.9878135,-2.1281464,-1.2169254,-1.0592175,1.436984,6.4460964,-1.3690137,-3.4798126,1
327,74.801,25.199,514.75,240.823,2036.685,693.315,74.352,25.648,402.469,433.435,2568.962,976.215,0.782,2,Day 1-1.5M,1,1.5M,21.7,Low,6.4220605,0.16470899,-6.849956,0.19628838,-6.849956,0.19628838,-5.730942,-1.3690821,-0.15945004,-1.383726,2.3903022,7.2922373,-1.1080631,-2.2041981,1
40,75.402,24.598,568.36,251.081,2140.716,713.686,71.999,28.001,448.52,429.442,2489.741,1000.573,0.781,2,Day 1-1.5M,1,1.5M,21.7,Low,6.2961044,1.0178868,-6.5410523,-0.630493,-6.5410523,-0.630493,-5.146004,-2.3781166,-1.1292135,-1.6289446,2.435163,6.507587,-0.74320203,-2.7286258,1
478,75.688,24.312,608.667,280.114,2049.952,709.639,69.364,30.636,481.3,368.304,2212.481,931.545,0.781,2,Day 1-1.5M,1,1.5M,21.7,Low,6.716281,1.5777563,-7.059095,-1.2279936,-7.059095,-1.2279936,-5.5445476,-2.8412256,-1.2172745,-1.1378922,1.9192119,6.487406,-0.6112368,-3.6471722,1
207,74.535,25.465,969.357,226.384,2037.216,685.587,70.482,29.518,616.167,378.153,2351.084,954.534,0.78,2,Day 1-1.5M,1,1.5M,21.7,Low,-3.9772308,-5.317954,3.9188309,5.0256515,3.9188309,5.0256515,1.9470454,5.121539,-2.3155284,-1.2157737,-4.0225377,2.3081062,-2.4264328,-4.2137127,1
109,74.453,25.547,627.212,292.375,2123.079,757.114,71.826,28.174,500.636,415.131,2548.408,1015.787,0.779,4,Day 1-1.5M,1,1.5M,21.7,Low,6.6747923,1.5360248,-7.031979,-1.2768464,-7.031979,-1.2768464,-5.19898,-2.5002098,-1.8721865,-1.9367062,2.0205336,5.919343,-1.1713288,-2.9228375,1
104,74.696,25.304,657,260.39,2025.385,705.305,71.422,28.578,513.765,386.983,2434.801,971.345,0.778,2,Day 1-1.5M,1,1.5M,21.7,Low,6.9336123,1.4271253,-7.3108587,-0.84973747,-7.3108587,-0.84973747,-5.611529,-2.706329,-1.6605915,-1.273049,1.5744689,6.4418616,-0.9867704,-3.494948,1
266,74.953,25.047,484.853,250.24,2138.125,721.603,75.855,24.145,376.206,426.751,2567.513,938.986,0.778,2,Day 1-1.5M,1,1.5M,21.7,Low,6.247785,-0.10383587,-6.7719436,0.4590424,-6.7719436,0.4590424,-5.8326154,-0.99244857,0.16814676,-1.5008937,2.5048673,7.399891,-1.2279325,-1.7412294,1
510,75.869,24.131,568.143,289.359,1992.889,699.872,72.536,27.464,445.607,359.083,2449.134,930.81,0.777,2,Day 1-1.5M,1,1.5M,21.7,Low,6.6465335,0.68787473,-7.0183992,-0.22155729,-7.0183992,-0.22155729,-6.043114,-2.0422459,-0.80809885,-1.2281212,2.1015325,7.0982413,-1.0647086,-3.0328128,1
328,72.076,27.924,760.143,239.939,2037.837,742.957,71.465,28.535,510.821,453.997,2626.894,1070.969,0.777,4,Day 1-1.5M,1,1.5M,21.7,Low,6.605204,2.2200775,-6.975082,-1.7536511,-6.975082,-1.7536511,-4.9239073,-3.0679502,-2.5042803,-2.0495849,1.8657573,5.561643,-0.57430476,-3.7565541,1
415,76.619,23.381,408.091,269.752,1935.222,655.756,70.892,29.108,316,502.062,2555.29,1099.623,0.776,2,Day 1-1.5M,1,1.5M,21.7,Low,5.790541,1.4116826,-6.2405415,-0.6867794,-6.2405415,-0.6867794,-6.0068297,-2.2118328,-0.7809771,-1.2310462,2.736308,5.992878,0.2034771,-2.5088468,1
50,75.019,24.981,678.68,243.395,2042.355,690.9,67.063,32.937,519.56,401.22,2583.483,1116.68,0.776,5,Day 1-1.5M,1,1.5M,21.7,Low,6.279435,3.4582524,-6.478753,-2.9629674,-6.478753,-2.9629674,-4.4933143,-4.939926,-3.241055,-2.356746,2.1173003,5.123945,0.5399297,-4.578691,1
466,75.108,24.892,635.189,252.36,1924.979,668.154,71.662,28.338,498.514,415.78,2617.007,1031.309,0.775,2,Day 1-1.5M,1,1.5M,21.7,Low,6.7394323,1.49499,-7.0133786,-1.0162332,-7.0133786,-1.0162332,-5.5778594,-2.835605,-1.8063544,-1.5451318,1.9949186,6.461101,-0.5018694,-3.5633616,1
468,77.664,22.336,580.056,283.632,1983.208,661.529,71.283,28.717,448.278,402.98,2328.948,957.155,0.773,2,Day 1-1.5M,1,1.5M,21.7,Low,6.758256,0.7158213,-7.050993,-0.23160224,-7.050993,-0.23160224,-5.9328456,-2.1009183,-0.75524676,-1.1554492,2.106307,7.123893,-0.7775406,-3.328561,1
159,74.184,25.816,536.414,242.801,2038.493,705.938,73.194,26.806,417.552,429.667,2409.804,952.421,0.773,2,Day 1-1.5M,1,1.5M,21.7,Low,6.483928,0.36179015,-6.9007783,-0.067206904,-6.9007783,-0.067206904,-5.6497264,-1.5594286,-0.39329383,-1.2780006,2.141344,7.310583,-1.2127328,-2.1536577,1
68,75.403,24.597,735.587,219.829,2109.401,685.468,69.931,30.069,537.5,445.288,2719.832,1127.641,0.772,5,Day 1-1.5M,1,1.5M,21.7,Low,6.3902416,2.684436,-6.6751623,-2.3204343,-6.6751623,-2.3204343,-4.5054693,-3.8181295,-2.9466114,-2.3168664,1.978335,5.1937356,-0.028740896,-4.15486,1
341,75.621,24.379,468.5,265.821,2059.681,700.012,74.4,25.6,361.75,333.134,2239.782,825.044,0.772,2,Day 1-1.5M,1,1.5M,21.7,Low,6.657938,-0.42294264,-6.746927,0.8758453,-6.746927,0.8758453,-6.2874436,-1.189835,0.46681035,-1.0009953,2.0894897,7.733106,-1.0572289,-1.5044557,1
56,75.051,24.949,673.431,244.417,2126.172,711.752,66.816,33.184,517.046,427.459,2606.4,1151.984,0.771,5,Day 1-1.5M,1,1.5M,21.7,Low,6.2859635,3.6365645,-6.466913,-3.203437,-6.466913,-3.203437,-4.4339604,-5.0554514,-3.358161,-2.364594,2.0984595,5.029037,0.7187392,-4.554672,1
107,74.999,25.001,659.44,257.639,2026.402,697.997,70.842,29.158,510.88,427.656,2523.901,1043.811,0.77,2,Day 1-1.5M,1,1.5M,21.7,Low,6.6329494,1.9563571,-6.927425,-1.5194927,-6.927425,-1.5194927,-5.09737,-3.2985978,-2.409561,-1.7795228,1.8789914,6.047947,-0.55564916,-3.7175,1
115,74.122,25.878,673.113,276.008,2061.815,737.256,72.187,27.813,520.081,401.003,2575.718,1005.777,0.77,4,Day 1-1.5M,1,1.5M,21.7,Low,6.9178314,1.432793,-7.2323713,-1.1363004,-7.2323713,-1.1363004,-5.452434,-2.6117127,-1.89354,-1.6341987,1.6516476,6.205688,-1.34538,-3.1703115,1
254,74.928,25.072,461.562,246.047,2011.422,684.13,75.834,24.166,355.594,392.455,2531.346,905.736,0.769,2,Day 1-1.5M,1,1.5M,21.7,Low,6.4460278,-0.5104965,-6.821835,0.8417641,-6.821835,0.8417641,-6.089486,-0.8623959,0.35369334,-1.1128187,2.3143399,7.7662935,-1.3041425,-1.6266155,1
335,75.469,24.531,579.727,229.076,2099.483,688.676,71.077,28.923,448.636,453.991,2488.472,1030.5,0.769,2,Day 1-1.5M,1,1.5M,21.7,Low,6.1138406,1.4237423,-6.4909225,-1.0945014,-6.4909225,-1.0945014,-5.1499424,-2.7444088,-1.4470888,-1.5015042,2.5758197,6.0252576,-0.21714234,-3.0025725,1
